Id,M,Category,Shift,a_A1,a_A2,a_A3,a_A4,a_B1,a_B2,a_B3,a_B4,a_B5,a_B6,a_B7,a_C1,a_C2,a_C3,a_C4,a_D1,a_D2,a_D3,a_D4,b_C1,b_C2,b_C3,b_C4,LT_A,LT_AA,LT_B,LT_C,LT_D,LT_FA,LT_Plant,LeanBuffer,Out,WIP_A,WIP_AA,WIP_B,WIP_C,WIP_D,WIP_FA,WaitingParts,maxOut,minLT_Plant,minLeanBuffer,minWaitingParts,max_Out,min_LB,min_LTPlant,min_WaitingParts
27806,false,Cluster_3,4.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,11.0,1.0,2.0,2.0,1.0,9.0,1.0,3.0,1.0,1.0,1.0,1088.0,608.0,32.0,32.0,9.028549579,3.272433709,11.20342472,10.66240336,17.24136361,15.00411458,35.51791191,8661.75,38905.0,1376.5,191.0,1792.75,1140.5,2376.0,1785.0,284154.75,38905.0,35.5,8661.75,78.9,38905.0,8661.75,35.5,78.9
27820,false,Cluster_6,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,17.0,1.0,1.0,1.0,1.0,11.0,1.0,2.0,1.0,3.0,1.0,1504.0,224.0,32.0,32.0,12.94798471,2.474286994,14.69187446,11.99535811,20.85411892,14.64203588,37.97044179,7932.25,34929.75,1470.0,121.25,1821.5,1122.0,2362.75,1034.75,655895.25,34929.75,38.0,7932.25,182.2,34929.75,7932.25,38.0,182.2
27836,false,Cluster_5,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,16.0,1.0,18.0,2.0,2.0,1.0,1088.0,928.0,32.0,32.0,9.074058838,3.400523198,11.39274889,21.60266619,19.22475118,17.79053109,42.79372048,10024.5,39600.0,1357.25,141.25,1787.0,1848.25,2537.25,2353.5,12909.0,39600.0,42.8,10024.5,3.6,39600.0,10024.5,42.8,3.6
27843,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0,1024.0,1088.0,32.0,32.0,9.451482065,3.401049053,12.03535546,17.46592384,17.25589405,16.51083655,37.47551796,9430.5,39169.5,1318.75,222.0,1786.5,1602.0,2599.75,1901.5,55504.0,39169.5,37.5,9430.5,15.4,39169.5,9430.5,37.5,15.4
27865,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,11.0,1.0,2.0,1.0,3.0,1.0,1376.0,1120.0,32.0,32.0,9.991426784,3.845526864,12.12773382,17.10155799,18.33131185,16.20983273,38.38667145,8975.75,39207.25,1298.5,235.0,1776.0,1503.25,2454.25,1708.75,125059.25,39207.25,38.4,8975.75,34.7,39207.25,8975.75,38.4,34.7
27876,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,15.0,1.0,1.0,9.0,1.0,20.0,1.0,19.0,2.0,2.0,1.0,1088.0,928.0,32.0,32.0,9.074774863,3.401032145,11.39304116,22.27689901,19.22364918,17.78492045,43.46285161,10069.5,39600.0,1356.75,141.0,1788.0,1893.25,2536.5,2354.0,10035.25,39600.0,43.5,10069.5,2.8,39600.0,10069.5,43.5,2.8
27880,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,15.0,1.0,2.0,2.0,1.0,10.0,1.0,2.0,1.0,3.0,1.0,1024.0,608.0,32.0,32.0,9.181265111,3.142183708,11.49845095,10.95138176,17.33783233,15.20627184,35.68628788,8539.25,38829.0,1338.25,191.5,1792.75,1131.25,2364.25,1721.25,304091.5,38829.0,35.7,8539.25,84.5,38829.0,8539.25,35.7,84.5
27881,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0,1024.0,1088.0,32.0,32.0,9.451482065,3.401049053,12.03535546,17.46592384,17.25589405,16.51083655,37.47551796,9430.5,39169.5,1318.75,222.0,1786.5,1602.0,2599.75,1901.5,55504.0,39169.5,37.5,9430.5,15.4,39169.5,9430.5,37.5,15.4
27895,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.0,1.0,1.0,2.0,1.0,11.0,1.0,5.0,1.0,1.0,1.0,1504.0,640.0,32.0,32.0,9.468387975,3.84168056,11.89277146,11.61551196,17.81358374,15.18732082,36.84258512,8509.75,38464.5,1316.0,244.0,1783.25,1224.5,2358.75,1583.25,194602.0,38464.5,36.8,8509.75,54.1,38464.5,8509.75,36.8,54.1
27897,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,13.0,1.0,2.0,1.0,1.0,1.0,1408.0,608.0,32.0,32.0,15.78709305,6.132792038,17.41540613,14.12193881,22.7014981,13.75750772,42.59179786,8128.75,37884.25,1263.25,228.5,1834.0,1474.0,2229.0,1100.0,140725.5,37884.25,42.6,8128.75,39.1,37884.25,8128.75,42.6,39.1
27904,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,11.0,1.0,1.0,3.0,1.0,16.0,1.0,4.0,1.0,1.0,1.0,1088.0,896.0,32.0,32.0,9.20805467,2.823271309,11.61755417,14.81103312,17.05481796,15.75876589,35.63685516,9366.75,39566.75,1349.0,173.25,1777.25,1487.75,2507.75,2071.75,141422.75,39566.75,35.6,9366.75,39.3,39566.75,9366.75,35.6,39.3
27907,false,Cluster_2,3.0,5.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,15.0,1.0,1.0,2.0,5.0,20.0,1.0,3.0,1.0,3.0,1.0,1376.0,576.0,32.0,32.0,16.31365816,4.963053212,17.41688297,14.70982598,22.07331882,13.39639668,40.43276871,8538.5,37807.25,1387.5,137.0,1833.5,1471.25,2616.5,1092.75,176387.75,37807.25,40.4,8538.5,49.0,37807.25,8538.5,40.4,49.0
27910,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,15.0,1.0,1.0,2.0,1.0,11.0,1.0,2.0,1.0,1.0,1.0,1024.0,896.0,32.0,32.0,9.643299439,3.250623385,12.04582438,14.17727159,18.13884011,14.50442153,35.89388503,8898.25,39124.75,1283.25,250.75,1774.0,1405.0,2488.5,1696.75,187260.25,39124.75,35.9,8898.25,52.0,39124.75,8898.25,35.9,52.0
27914,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0,992.0,608.0,32.0,32.0,14.41977599,4.91864353,15.99059203,14.88305133,20.79165329,16.80857283,42.51886965,8407.25,39263.25,1171.75,189.25,1826.75,1285.5,2395.25,1538.75,224511.5,39263.25,42.5,8407.25,62.4,39263.25,8407.25,42.5,62.4
27920,false,Cluster_1,3.0,5.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,1.0,15.0,2.0,7.0,1.0,1056.0,928.0,128.0,32.0,14.28867885,5.339751852,15.67435548,26.51802513,20.86556134,19.71225554,51.57003252,10090.75,39500.25,1471.0,135.75,1823.25,2261.5,2423.25,1976.0,7727.0,39500.25,51.6,10090.75,2.1,39500.25,10090.75,51.6,2.1
27922,false,Cluster_2,3.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,17.0,1.0,1.0,1.0,1.0,19.0,1.0,3.0,1.0,3.0,1.0,1216.0,544.0,32.0,32.0,13.47882139,6.152503143,15.18607508,13.3142015,20.95145396,14.47678834,41.58074545,7975.25,38450.25,1223.25,209.0,1827.0,1241.75,2248.75,1225.5,193497.75,38450.25,41.6,7975.25,53.7,38450.25,7975.25,41.6,53.7
27936,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,11.0,1.0,2.0,1.0,3.0,1.0,1024.0,1120.0,32.0,32.0,9.85888701,3.788799478,12.37715832,17.96783198,17.71288112,16.03263253,38.12584142,9272.5,38909.25,1259.25,249.25,1772.25,1619.25,2615.5,1757.0,60117.5,38909.25,38.1,9272.5,16.7,38909.25,9272.5,38.1,16.7
27948,false,Cluster_3,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,9.0,1.0,5.0,1.0,1.0,1.0,1312.0,576.0,32.0,32.0,9.249177785,3.973117517,11.57347178,10.85055103,19.27190736,15.07229344,38.31731832,8401.5,38808.75,1357.0,234.0,1783.25,1139.5,2234.75,1653.0,234122.5,38808.75,38.3,8401.5,65.0,38808.75,8401.5,38.3,65.0
27953,false,Cluster_2,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,14.0,1.0,3.0,1.0,1.0,1.0,1600.0,256.0,32.0,32.0,21.81615581,4.10666565,22.56413493,17.84765799,23.58408864,14.06092437,41.75167866,7212.75,36558.75,1202.75,75.25,1568.0,1391.25,2379.5,596.0,562196.75,36558.75,41.8,7212.75,156.2,36558.75,7212.75,41.8,156.2
27962,false,Cluster_2,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,13.0,1.0,7.0,2.0,3.0,1.0,1376.0,672.0,32.0,32.0,14.8280035,6.831607125,16.50666034,15.92501944,21.83365732,16.39062461,45.05588905,8448.75,39079.5,1202.75,267.75,1832.0,1490.25,2206.0,1450.0,113556.0,39079.5,45.1,8448.75,31.5,39079.5,8448.75,45.1,31.5
27965,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.0,1.0,4.0,1.0,1.0,1.0,1408.0,608.0,32.0,32.0,9.573825558,3.412318934,11.72509558,10.40512266,18.05939711,15.05116171,36.52287776,8454.75,38710.5,1339.5,221.25,1785.75,1221.0,2319.25,1568.0,281607.25,38710.5,36.5,8454.75,78.2,38710.5,8454.75,36.5,78.2
27970,false,Cluster_3,4.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,16.0,1.0,10.0,1.0,3.0,1.0,1120.0,608.0,32.0,32.0,9.979195971,2.760939607,11.37030669,13.16235692,17.25463733,16.57283438,36.58841132,9199.75,39600.0,1414.75,149.75,1787.75,1218.0,2384.5,2245.0,173893.5,39600.0,36.6,9199.75,48.3,39600.0,9199.75,36.6,48.3
27977,false,Cluster_2,1.0,11.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,19.0,1.0,3.0,1.0,1.0,1.0,960.0,576.0,32.0,32.0,22.33252949,3.661745079,21.30375497,17.67248424,23.28335505,17.49725438,44.44235451,7526.5,38703.25,997.5,62.75,1660.25,1342.0,2459.5,1004.5,483409.5,38703.25,44.4,7526.5,134.3,38703.25,7526.5,44.4,134.3
27984,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,16.0,1.0,3.0,1.0,3.0,1.0,1376.0,576.0,32.0,32.0,16.1090475,4.999365231,17.40984085,14.77976765,23.71808612,13.44332631,42.16077766,7971.75,37809.75,1230.25,145.25,1829.0,1431.75,2243.5,1092.0,183094.0,37809.75,42.2,7971.75,50.9,37809.75,7971.75,42.2,50.9
27991,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,15.0,1.0,1.0,1.0,2.0,11.0,1.0,2.0,7.0,1.0,1.0,1024.0,1120.0,32.0,32.0,9.754038518,3.735382637,11.99454389,16.82276856,17.88997842,17.56916459,39.24535285,9629.25,39446.5,1299.5,185.0,1791.5,1832.5,2505.0,2015.75,49462.25,39446.5,39.2,9629.25,13.7,39446.5,9629.25,39.2,13.7
27993,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,16.0,1.0,6.0,1.0,1.0,1.0,1056.0,544.0,32.0,32.0,9.576645452,3.416389464,11.96968228,10.7750184,17.97224748,15.60673963,36.99537658,8700.5,39043.0,1314.0,184.5,1786.5,1212.25,2515.5,1687.75,200554.0,39043.0,37.0,8700.5,55.7,39043.0,8700.5,37.0,55.7
27997,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,14.0,1.0,3.0,1.0,1.0,1.0,1408.0,928.0,32.0,32.0,15.0639878,6.618473979,16.72301393,17.18302035,21.49476479,15.19904208,43.31228085,8500.5,38844.75,1132.25,310.5,1805.0,1590.0,2406.25,1256.5,75730.0,38844.75,43.3,8500.5,21.0,38844.75,8500.5,43.3,21.0
28000,false,Cluster_2,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,1.0,1152.0,608.0,32.0,32.0,14.15404715,4.860662708,15.84906379,13.60939454,21.35781664,14.1422977,40.36077704,8184.75,38192.75,1216.75,218.5,1827.0,1376.25,2366.75,1179.5,206575.75,38192.75,40.4,8184.75,57.4,38192.75,8184.75,40.4,57.4
28007,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1120.0,608.0,32.0,32.0,9.029940232,3.198498779,11.4154853,10.45272036,17.67378634,14.79135071,35.66363583,8601.5,38842.5,1353.25,205.5,1788.5,1173.5,2381.75,1699.0,324080.5,38842.5,35.7,8601.5,90.0,38842.5,8601.5,35.7,90.0
28009,false,Cluster_2,3.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,15.0,1.0,1.0,2.0,1.0,13.0,1.0,8.0,2.0,2.0,1.0,1376.0,672.0,32.0,32.0,14.70372032,6.231422725,16.31310579,16.24651414,21.73665345,16.90946863,44.8775448,8522.75,39374.25,1185.25,228.75,1829.0,1513.75,2219.5,1546.5,84414.0,39374.25,44.9,8522.75,23.4,39374.25,8522.75,44.9,23.4
28012,false,Cluster_2,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,17.0,1.0,3.0,1.0,1.0,1.0,1504.0,576.0,32.0,32.0,22.23957611,7.117479192,22.64608978,18.09458417,25.75317431,13.90421081,46.77486431,7600.0,37096.0,1119.5,146.5,1643.75,1610.75,2391.75,687.75,433941.0,37096.0,46.8,7600.0,120.5,37096.0,7600.0,46.8,120.5
28013,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,15.0,1.0,4.0,1.0,1.0,1.0,992.0,1088.0,32.0,32.0,9.096630551,3.509216324,11.83433775,18.20135262,17.317889,16.47957832,38.19014726,9446.5,39274.25,1323.25,224.5,1782.5,1597.75,2589.75,1928.75,44723.0,39274.25,38.2,9446.5,12.4,39274.25,9446.5,38.2,12.4
28015,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,17.0,1.0,1.0,2.0,1.0,11.0,1.0,5.0,1.0,1.0,1.0,1504.0,640.0,32.0,32.0,9.468387975,3.84168056,11.89277146,11.61551196,17.81358374,15.18732082,36.84258512,8509.75,38464.5,1316.0,244.0,1783.25,1224.5,2358.75,1583.25,194602.0,38464.5,36.8,8509.75,54.1,38464.5,8509.75,36.8,54.1
28023,false,Cluster_3,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,1.0,2.0,1.0,1.0,1.0,1504.0,896.0,32.0,32.0,9.615203508,3.238014223,11.93872533,13.50843135,17.7637543,15.29415501,36.29592353,9097.75,39419.75,1305.75,213.75,1779.75,1465.5,2493.5,1839.5,182162.5,39419.75,36.3,9097.75,50.6,39419.75,9097.75,36.3,50.6
28032,false,Cluster_2,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,1.0,3.0,1.0,3.0,1.0,1248.0,544.0,32.0,32.0,13.48718777,6.023095989,15.44038428,13.43859854,21.10892017,14.27845433,41.41047049,8131.25,38135.5,1318.0,205.75,1829.75,1331.75,2232.5,1213.5,197876.25,38135.5,41.4,8131.25,55.0,38135.5,8131.25,41.4,55.0
28036,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.0,1.0,2.0,1.0,1.0,20.0,1.0,4.0,1.0,1.0,1.0,1344.0,608.0,32.0,32.0,9.72388342,3.509528632,11.88871172,10.32964713,18.34974524,14.67606364,36.53533752,8433.5,38479.0,1337.75,200.5,1786.75,1278.75,2299.75,1530.0,233824.25,38479.0,36.5,8433.5,65.0,38479.0,8433.5,36.5,65.0
28037,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,16.0,1.0,20.0,7.0,1.0,1.0,1152.0,704.0,32.0,32.0,8.651505147,3.04014108,11.1460692,16.71441336,17.73312279,18.24065574,39.01391961,10470.75,39600.0,1383.0,96.25,1796.75,1878.25,2630.25,2686.25,16220.25,39600.0,39.0,10470.75,4.5,39600.0,10470.75,39.0,4.5
28040,false,Cluster_2,3.0,2.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,15.0,1.0,4.0,1.0,1.0,1.0,992.0,608.0,32.0,32.0,14.2346397,4.918404856,16.01246993,14.88652499,20.7381402,16.81548692,42.47203198,8623.25,39271.75,1261.5,191.5,1827.25,1286.0,2516.0,1541.0,219287.25,39271.75,42.5,8623.25,60.9,39271.75,8623.25,42.5,60.9
28050,false,Cluster_5,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,19.0,1.0,4.0,1.0,1.0,1.0,1376.0,960.0,32.0,32.0,14.86132836,6.412577935,16.60418224,18.86819503,21.26391765,15.88618984,43.56268542,8785.5,38878.5,1151.75,264.25,1827.25,1727.25,2486.25,1328.75,49331.5,38878.5,43.6,8785.5,13.7,38878.5,8785.5,43.6,13.7
28063,false,Cluster_3,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,17.0,1.0,2.0,1.0,1.0,16.0,1.0,7.0,1.0,3.0,1.0,1056.0,608.0,32.0,32.0,8.931480951,2.919001497,11.27162118,11.97818046,17.25562824,16.20885403,36.38348377,8887.75,39553.75,1321.5,163.25,1787.25,1186.25,2392.0,2037.5,201094.75,39553.75,36.4,8887.75,55.9,39553.75,8887.75,36.4,55.9
28076,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,15.0,1.0,4.0,5.0,1.0,1.0,1056.0,576.0,64.0,32.0,9.05270521,3.309608285,11.45360315,10.18902439,18.49798395,16.24171467,38.04930691,8515.75,39142.25,1328.25,192.0,1789.75,1203.0,2168.75,1834.0,233945.5,39142.25,38.0,8515.75,65.0,39142.25,8515.75,38.0,65.0
28083,false,Cluster_2,1.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,19.0,1.0,6.0,1.0,3.0,1.0,1056.0,576.0,32.0,32.0,20.52971385,4.433811061,20.64420309,17.80655618,22.47422591,19.24038645,46.14842342,8096.5,39390.0,1015.5,67.0,1627.0,1441.25,2502.25,1443.5,443799.25,39390.0,46.1,8096.5,123.3,39390.0,8096.5,46.1,123.3
28104,false,Cluster_5,4.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,11.0,1.0,5.0,1.0,3.0,1.0,1024.0,1120.0,32.0,32.0,9.556082224,3.547975457,11.882706,19.50844121,17.20697923,16.68930502,39.74572169,9580.5,39252.5,1366.75,207.0,1777.25,1703.25,2609.75,1916.5,40069.5,39252.5,39.7,9580.5,11.1,39252.5,9580.5,39.7,11.1
28122,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,16.0,1.0,3.0,1.0,3.0,1.0,1216.0,544.0,32.0,32.0,13.42191096,6.160717878,15.08072801,13.31178312,20.79715368,14.56614202,41.52401358,8046.75,38555.5,1234.5,230.0,1821.75,1202.25,2283.5,1274.75,212358.75,38555.5,41.5,8046.75,59.0,38555.5,8046.75,41.5,59.0
28132,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,4.0,1.0,3.0,1.0,1024.0,1088.0,32.0,32.0,9.451482065,3.401049053,12.03535546,17.46592384,17.25589405,16.51083655,37.47551796,9430.5,39169.5,1318.75,222.0,1786.5,1602.0,2599.75,1901.5,55504.0,39169.5,37.5,9430.5,15.4,39169.5,9430.5,37.5,15.4
28145,false,Cluster_5,3.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,19.0,1.0,4.0,1.0,2.0,1.0,1376.0,960.0,32.0,32.0,14.86132836,6.412577935,16.60418224,18.86819503,21.26391765,15.88618984,43.56268542,8785.5,38878.5,1151.75,264.25,1827.25,1727.25,2486.25,1328.75,49331.5,38878.5,43.6,8785.5,13.7,38878.5,8785.5,43.6,13.7
28152,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.0,1.0,1.0,3.0,1.0,20.0,1.0,4.0,1.0,1.0,1.0,1344.0,608.0,32.0,32.0,9.72388342,3.509528632,11.88871172,10.32964713,18.34974524,14.67606364,36.53533752,8433.5,38479.0,1337.75,200.5,1786.75,1278.75,2299.75,1530.0,233824.25,38479.0,36.5,8433.5,65.0,38479.0,8433.5,36.5,65.0
28157,false,Cluster_3,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,20.0,1.0,4.0,1.0,1.0,1.0,1344.0,256.0,32.0,32.0,10.81447297,2.671029735,12.87633935,10.74116184,19.08835041,15.8529715,37.61235165,8120.25,36891.25,1440.75,131.0,1820.25,1011.25,2408.5,1308.5,516247.25,36891.25,37.6,8120.25,143.4,36891.25,8120.25,37.6,143.4
28159,false,Cluster_5,3.0,5.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,16.0,1.0,4.0,1.0,1.0,1.0,992.0,1056.0,32.0,32.0,15.4989056,5.378140497,16.86654779,21.87274135,21.36019572,16.72842941,43.97931125,9096.25,38947.25,1227.75,225.5,1827.75,1805.5,2553.25,1456.5,40285.5,38947.25,44.0,9096.25,11.2,38947.25,9096.25,44.0,11.2
28163,false,Cluster_3,4.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,16.0,1.0,7.0,1.0,3.0,1.0,1056.0,608.0,32.0,32.0,8.931480951,2.919001497,11.27162118,11.97818046,17.25562824,16.20885403,36.38348377,8887.75,39553.75,1321.5,163.25,1787.25,1186.25,2392.0,2037.5,201094.75,39553.75,36.4,8887.75,55.9,39553.75,8887.75,36.4,55.9
28166,false,Cluster_2,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,18.0,1.0,3.0,1.0,1.0,1.0,960.0,576.0,32.0,32.0,20.47994919,3.653862425,21.31196993,17.64339419,23.29562341,17.50742983,44.45691567,7382.0,38643.75,893.25,60.75,1664.75,1360.75,2414.75,987.75,487461.0,38643.75,44.5,7382.0,135.4,38643.75,7382.0,44.5,135.4
28179,false,Cluster_6,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,1.0,5.0,1.0,1.0,1.0,1504.0,256.0,32.0,32.0,11.10670749,2.601586388,13.08990561,10.63290949,19.22281646,16.02643611,37.85083896,8052.0,36603.75,1452.75,120.5,1806.5,1051.5,2343.75,1277.0,517672.25,36603.75,37.9,8052.0,143.8,36603.75,8052.0,37.9,143.8
28182,false,Cluster_5,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,15.0,1.0,1.0,2.0,1.0,11.0,1.0,2.0,1.0,1.0,1.0,1024.0,1120.0,32.0,32.0,9.85888701,3.788799478,12.37715832,17.96783198,17.71288112,16.03263253,38.12584142,9272.5,38909.25,1259.25,249.25,1772.25,1619.25,2615.5,1757.0,60117.5,38909.25,38.1,9272.5,16.7,38909.25,9272.5,38.1,16.7
28183,false,Cluster_2,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,16.0,1.0,1.0,2.0,1.0,13.0,1.0,8.0,2.0,2.0,1.0,1376.0,672.0,32.0,32.0,14.70372032,6.231422725,16.31310579,16.24651414,21.73665345,16.90946863,44.8775448,8522.75,39374.25,1185.25,228.75,1829.0,1513.75,2219.5,1546.5,84414.0,39374.25,44.9,8522.75,23.4,39374.25,8522.75,44.9,23.4
28206,false,Cluster_5,4.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,11.0,1.0,2.0,1.0,3.0,1.0,992.0,1120.0,32.0,32.0,10.01863409,3.638971357,12.24206433,18.08206614,17.73093798,16.11544373,37.94342019,9253.25,39117.75,1352.75,231.0,1787.5,1598.0,2536.75,1747.25,69150.5,39117.75,37.9,9253.25,19.2,39117.75,9253.25,37.9,19.2
28208,false,Cluster_2,1.0,5.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,16.0,1.0,3.0,1.0,1.0,1.0,1536.0,928.0,32.0,32.0,20.9655852,6.118437553,22.0986841,19.15340639,24.68436594,17.26393766,48.06674115,7913.75,38662.5,890.25,132.75,1723.25,1863.25,2337.25,967.0,429100.0,38662.5,48.1,7913.75,119.2,38662.5,7913.75,48.1,119.2
28214,false,Cluster_3,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,1.0,20.0,1.0,4.0,1.0,1.0,1.0,1152.0,608.0,32.0,32.0,9.399478563,3.432640298,11.69240935,10.72578759,18.09827972,14.89868672,36.42960674,8566.75,39066.25,1356.75,221.5,1789.25,1160.5,2386.25,1652.5,266726.75,39066.25,36.4,8566.75,74.1,39066.25,8566.75,36.4,74.1
28223,false,Cluster_5,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,11.0,1.0,3.0,1.0,3.0,1.0,1024.0,928.0,32.0,32.0,9.7449078,3.427727393,12.11398554,15.43803417,18.32285488,15.13513061,36.88571288,9040.75,39114.25,1286.75,229.25,1781.75,1511.75,2520.0,1711.25,113576.25,39114.25,36.9,9040.75,31.5,39114.25,9040.75,36.9,31.5
28242,false,Cluster_6,4.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,17.0,1.0,1.0,1.0,1.0,11.0,1.0,2.0,1.0,3.0,1.0,1504.0,224.0,32.0,32.0,12.94798471,2.474286994,14.69187446,11.99535811,20.85411892,14.64203588,37.97044179,7932.25,34929.75,1470.0,121.25,1821.5,1122.0,2362.75,1034.75,655895.25,34929.75,38.0,7932.25,182.2,34929.75,7932.25,38.0,182.2
