Iteration;Investment;TP;LeanBuffer;B1;B2;S1;A1;A2;A3;A4;A5;S2;PartsProduced;Throughput;LeadTime;WIP;InvB1;InvB2;InvFastMachine;InvA1;InvA2;InvA3;InvA4;InvA5;InvMultiPurpose;Rank; 
6076;160000;0,837222222222222;14;5;9;1;90;91;93;94;94;1;602,8;0,837222222222222;75790,6627797204;17,8034263900464;0;40000;0;0;10000;30000;40000;40000;0;101;
6077;100000;0,815555555555556;14;7;7;1;90;90;90;94;92;1;587,2;0,815555555555556;79341,4885999308;18,1207298296495;20000;20000;0;0;0;0;40000;20000;0;72;
6078;170000;0,889166666666667;12;7;5;1;93;90;91;91;91;2;640,2;0,889166666666667;65731,8134349909;16,3120874305721;20000;0;0;30000;0;10000;10000;10000;90000;69;
6079;110000;0,835277777777778;13;5;8;1;90;90;92;91;95;1;601,4;0,835277777777778;73280,915264688;17,116866338712;0;30000;0;0;0;20000;10000;50000;0;23;
6080;100000;0,849166666666667;14;5;9;1;91;90;92;90;93;1;611,4;0,849166666666667;75546,9223466776;17,9863182175963;0;40000;0;10000;0;20000;0;30000;0;8;
6081;60000;0,773888888888889;11;5;6;1;92;92;90;91;90;1;557,2;0,773888888888889;70593,6066015482;15,2506429259557;0;10000;0;20000;20000;0;10000;0;0;90;
6082;130000;0,859166666666667;14;5;9;1;90;90;92;93;94;1;618,6;0,859166666666667;74483,6524682886;17,9327677003479;0;40000;0;0;0;20000;30000;40000;0;58;
6083;200000;0,909722222222222;13;5;8;1;90;90;92;95;91;2;655;0,909722222222222;60017,2113926298;15,3006986636405;0;30000;0;0;0;20000;50000;10000;90000;35;
6084;210000;0,869444444444444;13;5;8;1;93;91;94;95;95;1;626;0,869444444444444;69798,5113771703;16,9791817852152;0;30000;0;30000;10000;40000;50000;50000;0;81;
6085;100000;0,8175;11;5;6;1;90;90;94;95;90;1;588,6;0,8175;66085,3907309555;15,0839038548117;0;10000;0;0;0;40000;50000;0;0;10;
6086;200000;0,911388888888889;10;5;5;1;92;90;93;92;94;2;656,2;0,911388888888889;54619,9709160117;13,8801431017447;0;0;0;20000;0;30000;20000;40000;90000;25;
6087;110000;0,848611111111111;14;5;9;1;90;92;94;90;91;1;611;0,848611111111111;75752,2084556781;18,0318046178152;0;40000;0;0;20000;40000;0;10000;0;22;
6088;70000;0,7775;12;7;5;1;90;90;95;90;90;1;559,8;0,7775;74578,818916734;16,137195210665;20000;0;0;0;0;50000;0;0;0;91;
6089;50000;0,780277777777778;13;8;5;1;90;90;91;91;90;1;561,8;0,780277777777778;79291,4632260326;17,2208699879392;30000;0;0;0;0;10000;10000;0;0;62;
6090;170000;0,9025;12;7;5;1;90;90;93;91;92;2;649,8;0,9025;62692,6430427034;15,7795825127852;20000;0;0;0;0;30000;10000;20000;90000;32;
6091;90000;0,841111111111111;15;5;10;1;90;92;90;92;90;1;605,6;0,841111111111111;80888,106960224;19,1217190005684;0;50000;0;0;20000;0;20000;0;0;13;
6092;110000;0,836388888888889;13;5;8;1;90;90;94;91;93;1;602,2;0,836388888888889;72356,6242311141;16,9406045064331;0;30000;0;0;0;40000;10000;30000;0;20;
6093;70000;0,800555555555556;12;5;7;1;91;94;90;90;90;1;576,4;0,800555555555556;72957,2879720083;16,3330119817198;0;20000;0;10000;40000;0;0;0;0;58;
6094;80000;0,813888888888889;11;5;6;1;90;91;90;93;93;1;586;0,813888888888889;67132,7111228246;15,2188287407736;0;10000;0;0;10000;0;30000;30000;0;10;
6095;210000;0,813333333333333;10;5;5;1;95;92;94;95;95;1;585,6;0,813333333333333;62928,039716239;14,2383720515208;0;0;0;50000;20000;40000;50000;50000;0;81;
6096;50000;0,766111111111111;11;6;5;1;91;90;92;91;90;1;551,6;0,766111111111111;71123,813377254;15,191045436592;10000;0;0;10000;0;20000;10000;0;0;81;
6097;200000;0,906666666666667;12;7;5;1;90;90;93;94;92;2;652,8;0,906666666666667;61722,3163798443;15,6254600476756;20000;0;0;0;0;30000;40000;20000;90000;46;
6098;60000;0,795555555555555;11;5;6;1;90;90;90;95;90;1;572,8;0,795555555555555;68580,4153144471;15,1945954687754;0;10000;0;0;0;0;50000;0;0;36;
6099;60000;0,78;11;5;6;1;92;91;90;92;90;1;561,6;0,78;69906,3943516119;15,2337561884299;0;10000;0;20000;10000;0;20000;0;0;77;
6100;70000;0,830555555555556;13;5;8;1;92;90;91;90;91;1;598;0,830555555555556;74322,6026077308;17,2801445568284;0;30000;0;20000;0;10000;0;10000;0;6;
6101;190000;0,841111111111111;14;5;9;2;90;90;90;90;95;1;605,6;0,841111111111111;73085,9848132554;17,1991444219141;0;40000;100000;0;0;0;0;50000;0;106;
6102;170000;0,830277777777778;11;5;6;1;95;90;93;93;95;1;597,8;0,830277777777778;65747,0900922841;15,2229137459151;0;10000;0;50000;0;30000;30000;50000;0;72;
6103;180000;0,909166666666667;10;5;5;1;90;91;95;92;91;2;654,6;0,909166666666667;54413,7835734635;13,7932259642993;0;0;0;0;10000;50000;20000;10000;90000;12;
6104;200000;0,915277777777778;10;5;5;1;92;90;91;94;94;2;659;0,915277777777778;53668,3994427636;13,6930892803068;0;0;0;20000;0;10000;40000;40000;90000;8;
6105;240000;0,918888888888889;11;5;6;1;90;92;95;92;95;2;661,6;0,918888888888889;55350,6540630767;14,2034975850929;0;10000;0;0;20000;50000;20000;50000;90000;27;
6106;150000;0,845833333333333;13;5;8;1;90;90;94;94;94;1;609;0,845833333333333;71794,3329694588;16,9632392377383;0;30000;0;0;0;40000;40000;40000;0;86;
6107;300000;0,930833333333334;12;7;5;1;94;90;95;95;95;2;670,2;0,930833333333334;59236,5885351469;15,3680293140129;20000;0;0;40000;0;50000;50000;50000;90000;8;
6108;300000;0,927222222222222;12;5;7;1;95;90;94;95;95;2;667,6;0,927222222222222;58817,2430469545;15,2498971670031;0;20000;0;50000;0;40000;50000;50000;90000;16;
6109;110000;0,795277777777778;11;5;6;1;90;90;94;93;93;1;572,6;0,795277777777778;68106,6324875748;15,1048272268358;0;10000;0;0;0;40000;30000;30000;0;49;
6110;110000;0,823611111111111;15;5;10;1;90;91;95;90;90;1;593;0,823611111111111;81901,611435621;18,9747888508774;0;50000;0;0;10000;50000;0;0;0;62;
6111;160000;0,898333333333333;10;5;5;1;90;91;91;93;92;2;646,8;0,898333333333333;56307,7370866083;14,1034104736831;0;0;0;0;10000;10000;30000;20000;90000;28;
6112;60000;0,782222222222222;10;5;5;1;91;91;93;90;91;1;563,2;0,782222222222222;65284,8892618227;14,2477444272314;0;0;0;10000;10000;30000;0;10000;0;41;
6113;90000;0,811666666666667;17;8;9;1;90;90;91;90;91;1;584,4;0,811666666666667;92712,4361985829;21,0571606858195;30000;40000;0;0;0;10000;0;10000;0;69;
6114;180000;0,890833333333333;15;5;10;1;90;90;93;90;91;2;641,4;0,890833333333333;71424,3713434268;17,8755176178569;0;50000;0;0;0;30000;0;10000;90000;76;
6115;70000;0,7975;11;5;6;1;90;91;92;91;92;1;574,2;0,7975;68273,6735458919;15,1775464483368;0;10000;0;0;10000;20000;10000;20000;0;42;
6116;100000;0,834722222222222;15;5;10;1;90;92;92;90;91;1;601;0,834722222222222;81182,7752733627;19,0697355046078;0;50000;0;0;20000;20000;0;10000;0;40;
6117;240000;0,918888888888889;11;6;5;1;92;90;94;94;94;2;661,6;0,918888888888889;57040,88130201;14,6431282184611;10000;0;0;20000;0;40000;40000;40000;90000;27;
6118;100000;0,793055555555556;10;5;5;1;90;90;94;92;94;1;571;0,793055555555556;63815,8014741951;14,1051733847201;0;0;0;0;0;40000;20000;40000;0;34;
6119;260000;0,915277777777778;10;5;5;1;94;92;94;94;93;2;659;0,915277777777778;55680,5004123746;14,2227649745012;0;0;0;40000;20000;40000;40000;30000;90000;42;
6120;290000;0,922777777777778;13;5;8;1;93;91;94;95;94;2;664,4;0,922777777777778;61104,3886401815;15,7974065782392;0;30000;0;30000;10000;40000;50000;40000;90000;29;
6121;90000;0,833611111111111;14;5;9;1;92;90;91;92;90;1;600,2;0,833611111111111;77745,1048984249;18,1289951409316;0;40000;0;20000;0;10000;20000;0;0;22;
6122;50000;0,775555555555556;11;6;5;1;90;90;90;93;91;1;558,4;0,775555555555556;70227,3484613675;15,2015446832827;10000;0;0;0;0;0;30000;10000;0;65;
6123;190000;0,808055555555556;10;5;5;1;95;91;94;94;95;1;581,8;0,808055555555556;63107,5772752637;14,2089540015185;0;0;0;50000;10000;40000;40000;50000;0;89;
6124;180000;0,800833333333333;10;5;5;1;95;91;95;93;94;1;576,6;0,800833333333333;63728,7581912218;14,2151063700101;0;0;0;50000;10000;50000;30000;40000;0;96;
6125;210000;0,914444444444444;12;7;5;1;90;90;94;93;93;2;658,4;0,914444444444444;60315,7580693311;15,3678234514627;20000;0;0;0;0;40000;30000;30000;90000;22;
6126;160000;0,851666666666667;13;5;8;1;91;90;93;95;94;1;613,2;0,851666666666667;71602,1914238773;17,0517804201332;0;30000;0;10000;0;30000;50000;40000;0;82;
6127;60000;0,798611111111111;15;8;7;1;90;90;90;90;91;1;575;0,798611111111111;86393,7837601172;19,2309506851024;30000;20000;0;0;0;0;0;10000;0;48;
6128;40000;0,803888888888889;11;5;6;1;91;90;91;90;91;1;578,8;0,803888888888889;67847,7531006955;15,263294889618;0;10000;0;10000;0;10000;0;10000;0;4;
6129;90000;0,821666666666667;15;5;10;1;93;91;90;90;90;1;591,6;0,821666666666667;83349,2332107743;19,2336747941934;0;50000;0;30000;10000;0;0;0;0;54;
6130;100000;0,810277777777778;11;5;6;1;90;90;93;92;94;1;583,4;0,810277777777778;66866,9899464521;15,0971054448532;0;10000;0;0;0;30000;20000;40000;0;19;
6131;240000;0,916111111111111;10;5;5;1;90;93;94;95;93;2;659,6;0,916111111111111;54557,1160599204;13,9379067963082;0;0;0;0;30000;40000;50000;30000;90000;34;
6132;270000;0,91;10;5;5;2;90;90;92;95;91;2;655,2;0,91;51739,6267533427;13,1290689504252;0;0;100000;0;0;20000;50000;10000;90000;52;
6133;100000;0,826944444444444;14;5;9;1;90;94;91;91;90;1;595,4;0,826944444444444;78272,9213891061;18,1578710140631;0;40000;0;0;40000;10000;10000;0;0;50;
6134;100000;0,819166666666666;12;5;7;1;90;90;93;93;92;1;589,8;0,819166666666666;70343,4371986034;16,1018745161606;0;20000;0;0;0;30000;30000;20000;0;25;
6135;90000;0,790555555555556;10;5;5;1;90;90;93;91;95;1;569,2;0,790555555555556;64251,6219461071;14,1303172288317;0;0;0;0;0;30000;10000;50000;0;37;
6136;90000;0,830555555555556;14;5;9;1;90;92;91;90;92;1;598;0,830555555555556;77507,7102885092;18,0487818362244;0;40000;0;0;20000;10000;0;20000;0;28;
6137;180000;0,889444444444445;15;5;10;1;90;90;94;90;90;2;640,4;0,889444444444445;71777,5212498633;17,944538800667;0;50000;0;0;0;40000;0;0;90000;79;
6138;140000;0,797777777777778;10;5;5;1;92;91;94;93;94;1;574,4;0,797777777777778;63726,5622994996;14,1631538330142;0;0;0;20000;10000;40000;30000;40000;0;93;
6139;160000;0,885277777777778;15;5;10;1;90;91;90;91;90;2;637,4;0,885277777777778;74801,3675069113;18,5787673419035;0;50000;0;0;10000;0;10000;0;90000;76;
6140;50000;0,787777777777778;11;5;6;1;90;92;90;92;90;1;567,2;0,787777777777778;69530,2851180172;15,2530690818363;0;10000;0;0;20000;0;20000;0;0;45;
6141;180000;0,824166666666667;13;7;6;1;92;90;94;95;94;1;593,4;0,824166666666667;74497,1455758764;17,1235490701044;20000;10000;0;20000;0;40000;50000;40000;0;97;
6142;100000;0,814444444444444;15;7;8;1;90;91;91;91;92;1;586,4;0,814444444444444;83893,6966949198;19,13742940921;20000;30000;0;0;10000;10000;10000;20000;0;75;
6143;220000;0,915;10;5;5;1;93;90;93;94;93;2;658,8;0,915;54837,0803890061;14,0013493519255;0;0;0;30000;0;30000;40000;30000;90000;29;
6144;140000;0,885555555555555;13;6;7;1;90;90;90;91;91;2;637,6;0,885555555555555;68232,3874174545;16,9109433584546;10000;20000;0;0;0;0;10000;10000;90000;52;
6145;110000;0,842777777777778;16;6;10;1;90;91;92;91;91;1;606,8;0,842777777777778;84423,1558718607;19,9356600904164;10000;50000;0;0;10000;20000;10000;10000;0;34;
6146;60000;0,796666666666667;12;5;7;1;91;90;92;90;91;1;573,6;0,796666666666667;72456,765088023;16,1479803027547;0;20000;0;10000;0;20000;0;10000;0;48;
6147;190000;0,909166666666667;10;5;5;1;91;90;94;94;91;2;654,6;0,909166666666667;54343,0119243368;13,7833618172162;0;0;0;10000;0;40000;40000;10000;90000;19;
6148;150000;0,880555555555556;16;7;9;1;90;90;90;90;90;2;634;0,880555555555556;80285,716202492;19,8361755778559;20000;40000;0;0;0;0;0;0;90000;79;
6149;180000;0,817777777777778;13;5;8;2;90;90;95;90;90;1;588,8;0,817777777777778;70667,2938122115;16,1603439156256;0;30000;100000;0;0;50000;0;0;0;99;
6150;90000;0,79;11;5;6;1;90;92;91;92;93;1;568,8;0,79;68869,3768897426;15,1651332002237;0;10000;0;0;20000;10000;20000;30000;0;60;
6151;220000;0,884722222222222;11;6;5;2;90;90;91;91;90;2;637;0,884722222222222;58387,5023465214;14,4135801541489;10000;0;100000;0;0;10000;10000;0;90000;75;
6152;220000;0,918888888888889;10;5;5;1;90;92;94;95;92;2;661,6;0,918888888888889;52781,8660635878;13,5187498527369;0;0;0;0;20000;40000;50000;20000;90000;17;
6153;80000;0,761666666666667;10;5;5;1;90;94;90;93;91;1;548,4;0,761666666666667;66893,0179840218;14,2192487310391;0;0;0;0;40000;0;30000;10000;0;96;
6154;100000;0,841944444444445;15;5;10;1;90;90;90;90;95;1;606,2;0,841944444444445;80203,6757967545;18,9287450016256;0;50000;0;0;0;0;0;50000;0;20;
6155;60000;0,808611111111111;11;5;6;1;92;90;92;91;90;1;582,2;0,808611111111111;67567,327996436;15,2527457182231;0;10000;0;20000;0;20000;10000;0;0;11;
6156;230000;0,921944444444445;10;5;5;1;90;92;95;93;94;2;663,8;0,921944444444445;51216,1490306148;13,1615331203203;0;0;0;0;20000;50000;30000;40000;90000;9;
6157;90000;0,819166666666667;12;5;7;1;92;90;95;90;90;1;589,8;0,819166666666667;70624,8228582751;16,1790571256025;0;20000;0;20000;0;50000;0;0;0;24;
6158;140000;0,784444444444445;10;5;5;2;90;90;90;90;94;1;564,8;0,784444444444445;60446,8061743918;13,1904944766422;0;0;100000;0;0;0;0;40000;0;102;
6159;150000;0,885;13;5;8;1;91;90;91;91;90;2;637,2;0,885;67824,7346751043;16,8150025653306;0;30000;0;10000;0;10000;10000;0;90000;69;
6160;260000;0,916944444444444;10;5;5;1;94;92;95;94;92;2;660,2;0,916944444444444;55985,0809020914;14,315551144842;0;0;0;40000;20000;50000;40000;20000;90000;38;
6161;220000;0,914166666666667;11;6;5;1;93;90;94;93;92;2;658,2;0,914166666666667;58621,0440054114;14,933155781887;10000;0;0;30000;0;40000;30000;20000;90000;33;
6162;180000;0,907777777777778;10;5;5;1;91;90;93;94;91;2;653,6;0,907777777777778;53836,9113092279;13,6412399519672;0;0;0;10000;0;30000;40000;10000;90000;18;
6163;200000;0,829722222222222;11;5;6;1;95;91;94;94;95;1;597,4;0,829722222222222;65756,7906348378;15,2056383513754;0;10000;0;50000;10000;40000;40000;50000;0;75;
6164;170000;0,890833333333333;13;5;8;1;91;90;92;91;91;2;641,4;0,890833333333333;67188,2919484551;16,764052522064;0;30000;0;10000;0;20000;10000;10000;90000;70;
6165;90000;0,828888888888889;15;5;10;1;92;90;90;91;91;1;596,8;0,828888888888889;81576,1610325747;19,0097774785815;0;50000;0;20000;0;0;10000;10000;0;36;
6166;70000;0,796666666666667;11;5;6;1;91;91;91;91;92;1;573,6;0,796666666666667;68530,9867074603;15,2154257108751;0;10000;0;10000;10000;10000;10000;20000;0;44;
6167;190000;0,907222222222222;10;5;5;1;92;90;91;94;93;2;653,2;0,907222222222222;55339,7306656801;14,0063785916501;0;0;0;20000;0;10000;40000;30000;90000;27;
6168;140000;0,895;10;5;5;1;90;91;90;93;91;2;644,4;0,895;56509,8030402965;14,1061896063443;0;0;0;0;10000;0;30000;10000;90000;13;
6169;240000;0,918611111111111;13;5;8;1;90;90;95;95;92;2;661,4;0,918611111111111;50310,8259293004;12,8928655263622;0;30000;0;0;0;50000;50000;20000;90000;30;
6170;320000;0,923888888888889;11;5;6;2;90;90;95;92;95;2;665,2;0,923888888888889;53309,7959841777;13,7552328150015;0;10000;100000;0;0;50000;20000;50000;90000;25;
6171;50000;0,768888888888889;11;6;5;1;90;91;92;91;90;1;553,6;0,768888888888889;70767,7624734098;15,1818370834601;10000;0;0;0;10000;20000;10000;0;0;77;
6172;260000;0,921111111111111;11;5;6;1;94;90;95;93;94;2;663,2;0,921111111111111;57326,9323825863;14,7476380334738;0;10000;0;40000;0;50000;30000;40000;90000;23;
6173;180000;0,902777777777778;12;7;5;1;90;90;92;94;91;2;650;0,902777777777778;62286,1908929173;15,6878991406642;20000;0;0;0;0;20000;40000;10000;90000;41;
6174;160000;0,821388888888889;13;5;8;2;90;90;90;90;93;1;591,4;0,821388888888889;70669,2922200617;16,2129470887679;0;30000;100000;0;0;0;0;30000;0;95;
6175;60000;0,802777777777778;11;5;6;1;90;91;90;90;94;1;578;0,802777777777778;67958,6970021641;15,2213626155949;0;10000;0;0;10000;0;0;40000;0;20;
6176;190000;0,904166666666667;10;5;5;1;93;90;93;91;93;2;651;0,904166666666667;56290,6349691885;14,1965836057174;0;0;0;30000;0;30000;10000;30000;90000;41;
6177;200000;0,862222222222222;14;5;9;1;94;90;93;95;94;1;620,8;0,862222222222222;74576,5800297714;18,0090974303013;0;40000;0;40000;0;30000;50000;40000;0;95;
6178;80000;0,814722222222222;13;5;8;1;91;91;90;92;91;1;586,6;0,814722222222222;75376,0301481733;17,2051637701601;0;30000;0;10000;10000;0;20000;10000;0;44;
6179;120000;0,881666666666667;11;6;5;1;90;92;90;90;90;2;634,8;0,881666666666667;62549,643606499;15,3953818486367;10000;0;0;0;20000;0;0;0;90000;27;
6180;170000;0,900555555555556;11;6;5;1;90;90;91;94;92;2;648,4;0,900555555555556;58970,5806724353;14,8360114081206;10000;0;0;0;0;10000;40000;20000;90000;39;
6181;220000;0,863611111111111;15;5;10;1;93;91;93;95;95;1;621,8;0,863611111111111;78346,9637146712;19,0002244092512;0;50000;0;30000;10000;30000;50000;50000;0;101;
6182;90000;0,8225;19;9;10;1;90;90;90;90;90;1;592,2;0,8225;100274,27990222;23,1042493690197;40000;50000;0;0;0;0;0;0;0;52;
6183;160000;0,897222222222222;11;5;6;1;90;90;90;95;91;2;646;0,897222222222222;58525,6527033815;14,6798002850002;0;10000;0;0;0;0;50000;10000;90000;34;
6184;50000;0,768055555555556;13;8;5;1;90;90;92;90;90;1;553;0,768055555555556;80556,2027055462;17,1872812012722;30000;0;0;0;0;20000;0;0;0;80;
6185;150000;0,884444444444445;10;5;5;1;90;94;91;91;90;2;636,8;0,884444444444445;58517,5642043192;14,4431085983574;0;0;0;0;40000;10000;10000;0;90000;60;
6186;140000;0,892222222222222;11;6;5;1;91;90;91;91;91;2;642,4;0,892222222222222;61379,245611075;15,280736309266;10000;0;0;10000;0;10000;10000;10000;90000;26;
6187;140000;0,885;10;5;5;1;91;93;91;90;90;2;637,2;0,885;58641,6752383655;14,474162436125;0;0;0;10000;30000;10000;0;0;90000;50;
6188;260000;0,918055555555556;10;5;5;1;95;90;94;93;95;2;661;0,918055555555556;54490,1817511636;13,9689507901329;0;0;0;50000;0;40000;30000;50000;90000;33;
6189;40000;0,763055555555555;11;6;5;1;90;92;90;91;90;1;549,4;0,763055555555555;71698,8526583801;15,2304994178089;10000;0;0;0;20000;0;10000;0;0;57;
6190;190000;0,894722222222223;15;6;9;1;90;90;93;90;92;2;644,2;0,894722222222223;71841,0743261497;18,0425460751565;10000;40000;0;0;0;30000;0;20000;90000;70;
6191;50000;0,801944444444444;11;5;6;1;90;92;92;90;90;1;577,4;0,801944444444444;68159,6547960911;15,2564964120626;0;10000;0;0;20000;20000;0;0;0;19;
6192;160000;0,899444444444444;11;6;5;1;90;90;93;90;93;2;647,6;0,899444444444444;59371,6269708084;14,8971792749887;10000;0;0;0;0;30000;0;30000;90000;26;
6193;90000;0,807777777777778;13;5;8;1;90;90;90;92;94;1;581,6;0,807777777777778;75668,4944282621;17,1086479431562;0;30000;0;0;0;0;20000;40000;0;59;
6194;180000;0,900833333333333;13;5;8;1;90;90;94;90;92;2;648,6;0,900833333333333;64334,1071810662;16,2376562656191;0;30000;0;0;0;40000;0;20000;90000;49;
6195;250000;0,880277777777778;16;7;9;2;90;90;90;90;90;2;633,8;0,880277777777778;77209,8305436014;19,0428202995394;20000;40000;100000;0;0;0;0;0;90000;95;
6196;90000;0,779722222222222;10;5;5;1;90;91;92;95;91;1;561,4;0,779722222222222;65184,3603356646;14,1684355511944;0;0;0;0;10000;20000;50000;10000;0;66;
6197;80000;0,8325;14;6;8;1;91;90;90;92;91;1;599,4;0,8325;78284,1849701637;18,2311688723488;10000;30000;0;10000;0;0;20000;10000;0;13;
6198;80000;0,817222222222222;13;6;7;1;90;90;92;91;92;1;588,4;0,817222222222222;75081,1802976065;17,1202317371542;10000;20000;0;0;0;20000;10000;20000;0;38;
6199;270000;0,921388888888889;13;5;8;1;91;90;95;95;94;2;663,4;0,921388888888889;52674,4992889805;13,5977360690717;0;30000;0;10000;0;50000;50000;40000;90000;25;
6200;110000;0,845833333333333;15;6;9;1;90;90;93;90;93;1;609;0,845833333333333;79974,1245436019;18,9383672625972;10000;40000;0;0;0;30000;0;30000;0;27;
6201;140000;0,881944444444444;12;5;7;1;91;91;90;90;91;2;635;0,881944444444444;65290,9664062658;16,1049040989906;0;20000;0;10000;10000;0;0;10000;90000;59;
6202;140000;0,878888888888889;12;7;5;1;90;93;90;90;90;2;632,8;0,878888888888889;67227,1025829597;16,4773040016237;20000;0;0;0;30000;0;0;0;90000;67;
6203;230000;0,916111111111111;12;7;5;1;90;90;95;94;93;2;659,6;0,916111111111111;59409,9660144931;15,1697644923517;20000;0;0;0;0;50000;40000;30000;90000;34;
6204;320000;0,9275;15;5;10;1;94;91;95;94;94;2;667,8;0,9275;66929,4891575357;17,4257502031623;0;50000;0;40000;10000;50000;40000;40000;90000;17;
6205;160000;0,893333333333334;11;6;5;1;90;91;95;90;90;2;643,2;0,893333333333334;60858,7243894193;15,1751711035369;10000;0;0;0;10000;50000;0;0;90000;47;
6206;140000;0,791944444444444;14;8;6;2;90;90;90;90;90;1;570,2;0,791944444444444;77965,1118130587;17,2205816449104;30000;10000;100000;0;0;0;0;0;0;100;
6207;100000;0,831111111111111;14;5;9;1;91;90;90;94;91;1;598,4;0,831111111111111;77796,9362764639;18,100498809463;0;40000;0;10000;0;0;40000;10000;0;38;
6208;90000;0,780833333333333;10;5;5;1;92;90;95;90;92;1;562,2;0,780833333333333;65184,4604921763;14,1696428977976;0;0;0;20000;0;50000;0;20000;0;64;
6209;150000;0,887777777777778;12;5;7;1;92;90;90;91;91;2;639,2;0,887777777777778;64861,9305643026;16,0960254260961;0;20000;0;20000;0;0;10000;10000;90000;61;
6210;100000;0,820833333333333;15;5;10;1;91;92;90;91;91;1;591;0,820833333333333;82956,0327312943;19,1182345981763;0;50000;0;10000;20000;0;10000;10000;0;64;
6211;190000;0,911944444444444;10;5;5;1;91;90;93;95;91;2;656,6;0,911944444444444;53157,6926620177;13,5215721987305;0;0;0;10000;0;30000;50000;10000;90000;8;
6212;160000;0,891388888888889;10;5;5;1;91;91;91;94;90;2;641,8;0,891388888888889;57013,9288917783;14,1995944982818;0;0;0;10000;10000;10000;40000;0;90000;51;
6213;300000;0,930555555555556;13;5;8;1;93;90;95;95;95;2;670;0,930555555555556;53925,3161716049;14,0525752467758;0;30000;0;30000;0;50000;50000;50000;90000;9;
6214;190000;0,798611111111111;10;5;5;1;94;92;94;94;95;1;575;0,798611111111111;63699,6796071031;14,1849721268874;0;0;0;40000;20000;40000;40000;50000;0;100;
6215;90000;0,814166666666667;12;5;7;1;90;91;90;92;94;1;586,2;0,814166666666667;71069,8747850582;16,1501396109575;0;20000;0;0;10000;0;20000;40000;0;38;
6216;110000;0,795;10;5;5;1;91;90;93;94;93;1;572,4;0,795;63934,6341534581;14,1537221456872;0;0;0;10000;0;30000;40000;30000;0;49;
6217;180000;0,796111111111111;10;5;5;1;94;90;94;95;95;1;573,2;0,796111111111111;63593,0257607289;14,1128546318296;0;0;0;40000;0;40000;50000;50000;0;103;
6218;70000;0,820833333333333;14;5;9;1;91;90;92;90;90;1;591;0,820833333333333;78818,8267986419;18,1857846823207;0;40000;0;10000;0;20000;0;0;0;22;
6219;70000;0,802777777777778;12;5;7;1;91;90;94;90;90;1;578;0,802777777777778;72302,5215412293;16,1892146347019;0;20000;0;10000;0;40000;0;0;0;51;
6220;290000;0,911944444444445;10;5;5;2;90;90;94;95;91;2;656,6;0,911944444444445;51957,1357755795;13,2059353931027;0;0;100000;0;0;40000;50000;10000;90000;49;
6221;100000;0,812777777777778;11;5;6;1;90;91;95;90;93;1;585,2;0,812777777777778;66631,585165015;15,1311140779178;0;10000;0;0;10000;50000;0;30000;0;15;
6222;60000;0,781111111111111;11;6;5;1;90;90;91;90;94;1;562,4;0,781111111111111;69697,3392623441;15,1870023990706;10000;0;0;0;0;10000;0;40000;0;72;
6223;40000;0,789166666666667;13;7;6;1;90;90;90;91;90;1;568,2;0,789166666666667;78177,421150148;17,2309523293837;20000;10000;0;0;0;0;10000;0;0;24;
6224;280000;0,906944444444444;10;5;5;2;90;90;91;93;95;2;653;0,906944444444444;51817,0999585423;13,1219537937074;0;0;100000;0;0;10000;30000;50000;90000;60;
6225;100000;0,847222222222223;15;5;10;1;90;91;92;91;91;1;610;0,847222222222223;80550,9617983674;19,1650985941018;0;50000;0;0;10000;20000;10000;10000;0;14;
6226;50000;0,782222222222222;10;5;5;1;92;91;92;90;90;1;563,2;0,782222222222222;65568,2488926034;14,2779384434409;0;0;0;20000;10000;20000;0;0;0;23;
6227;140000;0,889444444444445;10;5;5;1;90;91;91;90;93;2;640,4;0,889444444444445;57307,9592805681;14,2212606499786;0;0;0;0;10000;10000;0;30000;90000;36;
6228;290000;0,923611111111111;13;5;8;1;93;91;94;94;95;2;665;0,923611111111111;60970,8054626197;15,7880531989051;0;30000;0;30000;10000;40000;40000;50000;90000;25;
6229;90000;0,836111111111111;15;6;9;1;90;90;92;90;92;1;602;0,836111111111111;81352,7884174815;19,0719363888596;10000;40000;0;0;0;20000;0;20000;0;22;
6230;60000;0,811944444444444;13;5;8;1;92;90;91;90;90;1;584,6;0,811944444444444;75676,1085737513;17,2278068784021;0;30000;0;20000;0;10000;0;0;0;24;
6231;90000;0,805833333333333;14;7;7;1;90;90;92;91;92;1;580,2;0,805833333333333;80676,5247913901;18,1655064047143;20000;20000;0;0;0;20000;10000;20000;0;73;
6232;60000;0,780555555555555;10;5;5;1;93;90;90;90;93;1;562;0,780555555555555;65594,3208209604;14,270584274133;0;0;0;30000;0;0;0;30000;0;47;
6233;90000;0,8275;13;6;7;1;90;92;93;90;91;1;595,8;0,8275;74484,7498015116;17,2424615551879;10000;20000;0;0;20000;30000;0;10000;0;21;
6234;60000;0,808333333333333;12;6;6;1;91;91;91;91;90;1;582;0,808333333333333;72253,5180772991;16,2881078968592;10000;10000;0;10000;10000;10000;10000;0;0;23;
6235;210000;0,911944444444444;12;5;7;1;91;90;93;94;92;2;656,6;0,911944444444444;59621,4201652763;15,1976054922674;0;20000;0;10000;0;30000;40000;20000;90000;33;
6236;60000;0,755;10;5;5;1;95;90;90;91;90;1;543,6;0,755;67671,7488983511;14,2271618884144;0;0;0;50000;0;0;10000;0;0;103;
