Iteration;Investment;TP;LeanBuffer;B1;B2;S1;A1;A2;A3;A4;A5;S2;PartsProduced;Throughput;LeadTime;WIP;InvB1;InvB2;InvFastMachine;InvA1;InvA2;InvA3;InvA4;InvA5;InvMultiPurpose;Rank; 
6237;190000;0,896666666666667;14;5;9;1;90;90;90;91;95;2;645,6;0,896666666666667;67248,8158295764;16,9015178286274;0;40000;0;0;0;0;10000;50000;90000;64;
6238;190000;0,902222222222222;13;5;8;1;90;90;94;90;93;2;649,6;0,902222222222222;64314,2515100531;16,2390754589334;0;30000;0;0;0;40000;0;30000;90000;50;
6239;120000;0,8025;11;5;6;1;91;91;93;93;93;1;577,8;0,8025;67384,1094415567;15,128700761539;0;10000;0;10000;10000;30000;30000;30000;0;54;
6240;120000;0,818611111111111;12;5;7;1;90;90;94;95;91;1;589,4;0,818611111111111;70218,787126612;16,0837271212462;0;20000;0;0;0;40000;50000;10000;0;49;
6241;160000;0,886944444444444;15;6;9;1;90;90;90;90;92;2;638,6;0,886944444444444;73698,5318834294;18,3505188627209;10000;40000;0;0;0;0;0;20000;90000;74;
6242;230000;0,912222222222222;13;5;8;1;91;90;94;94;92;2;656,8;0,912222222222222;61660,5684800518;15,7453476539393;0;30000;0;10000;0;40000;40000;20000;90000;51;
6243;70000;0,778055555555556;11;6;5;1;90;90;91;90;95;1;560,2;0,778055555555556;69678,841740223;15,1384722297778;10000;0;0;0;0;10000;0;50000;0;83;
6244;70000;0,778055555555556;11;6;5;1;90;92;94;90;90;1;560,2;0,778055555555556;70170,9103444501;15,2005333326507;10000;0;0;0;20000;40000;0;0;0;83;
6245;80000;0,815833333333334;14;5;9;1;91;90;93;90;90;1;587,4;0,815833333333334;79200,424972981;18,0692819262188;0;40000;0;10000;0;30000;0;0;0;47;
6246;90000;0,821666666666667;12;5;7;1;90;92;94;91;90;1;591,6;0,821666666666667;70375,6571836063;16,1784909614182;0;20000;0;0;20000;40000;10000;0;0;18;
6247;70000;0,788333333333334;11;5;6;1;90;92;93;91;90;1;567,6;0,788333333333334;69097,3759956115;15,2013814943388;0;10000;0;0;20000;30000;10000;0;0;62;
6248;170000;0,906111111111111;10;5;5;1;90;91;95;91;91;2;652,4;0,906111111111111;55600,3855024374;14,0532270640506;0;0;0;0;10000;50000;10000;10000;90000;11;
6249;260000;0,906111111111111;10;5;5;2;90;90;94;91;92;2;652,4;0,906111111111111;52279,5010092389;13,2176177062818;0;0;100000;0;0;40000;10000;20000;90000;57;
6250;160000;0,903888888888889;10;5;5;1;91;90;92;91;93;2;650,8;0,903888888888889;54972,8191058592;13,8660587006898;0;0;0;10000;0;20000;10000;30000;90000;9;
6251;100000;0,829444444444444;15;7;8;1;90;90;90;92;93;1;597,2;0,829444444444444;82624,7556608568;19,1567832696713;20000;30000;0;0;0;0;20000;30000;0;54;
6252;270000;0,923333333333333;10;5;5;1;95;90;95;94;94;2;664,8;0,923333333333333;54402,0515790494;14,0169888273699;0;0;0;50000;0;50000;40000;40000;90000;16;
6253;250000;0,920277777777778;11;6;5;1;92;90;93;95;95;2;662,6;0,920277777777778;56494,4449170721;14,4989109768917;10000;0;0;20000;0;30000;50000;50000;90000;24;
6254;180000;0,851388888888889;13;5;8;1;92;91;95;94;93;1;613;0,851388888888889;71554,2620538663;17,0376239207489;0;30000;0;20000;10000;50000;40000;30000;0;85;
6255;240000;0,920833333333333;12;5;7;1;90;91;95;94;93;2;663;0,920833333333333;54331,6801953162;13,9838566171246;0;20000;0;0;10000;50000;40000;30000;90000;20;
6256;180000;0,860277777777778;14;5;9;1;91;90;94;94;95;1;619,4;0,860277777777778;74059,6853742353;17,8094559598486;0;40000;0;10000;0;40000;40000;50000;0;93;
6257;60000;0,791388888888889;10;5;5;1;93;90;91;91;91;1;569,8;0,791388888888889;64770,7175619173;14,2759126810366;0;0;0;30000;0;10000;10000;10000;0;12;
6258;90000;0,805277777777778;12;5;7;1;92;91;90;91;93;1;579,8;0,805277777777778;72000,1916345001;16,2254062495037;0;20000;0;20000;10000;0;10000;30000;0;53;
6259;70000;0,801388888888889;12;5;7;1;90;90;90;94;91;1;577;0,801388888888889;72139,8256573537;16,190978410338;0;20000;0;0;0;0;40000;10000;0;57;
6260;260000;0,923055555555556;10;5;5;1;92;91;94;95;95;2;664,6;0,923055555555556;53049,4333958095;13,6565981817834;0;0;0;20000;10000;40000;50000;50000;90000;14;
6261;60000;0,7725;10;5;5;1;92;90;93;91;90;1;556,2;0,7725;65905,2139529597;14,1919137132551;0;0;0;20000;0;30000;10000;0;0;70;
6262;260000;0,921388888888889;10;5;5;1;94;91;95;94;93;2;663,4;0,921388888888889;54547,2487833322;14,0245752167433;0;0;0;40000;10000;50000;40000;30000;90000;19;
6263;130000;0,888888888888889;10;5;5;1;90;93;90;90;91;2;640;0,888888888888889;57976,9032865833;14,3800709718113;0;0;0;0;30000;0;0;10000;90000;19;
6264;70000;0,776111111111111;11;5;6;1;90;91;90;90;95;1;558,8;0,776111111111111;69882,426718478;15,1518181756023;0;10000;0;0;10000;0;0;50000;0;87;
6265;320000;0,921944444444445;13;5;8;1;93;94;95;94;94;2;663,8;0,921944444444445;64267,5989895399;16,6043774371826;0;30000;0;30000;40000;50000;40000;40000;90000;33;
6266;160000;0,896388888888889;12;7;5;1;90;90;94;91;90;2;645,4;0,896388888888889;63898,5876350043;15,9768924480727;20000;0;0;0;0;40000;10000;0;90000;38;
6267;140000;0,841111111111111;11;5;6;1;90;91;94;93;95;1;605,6;0,841111111111111;64311,1558367331;15,0869622987328;0;10000;0;0;10000;40000;30000;50000;0;65;
6268;60000;0,754722222222223;10;5;5;1;93;91;91;91;90;1;543,4;0,754722222222223;67714,5258004807;14,215202296188;0;0;0;30000;10000;10000;10000;0;0;104;
6269;50000;0,77;10;5;5;1;90;92;92;91;90;1;554,4;0,77;66423,9568886869;14,2358609826642;0;0;0;0;20000;20000;10000;0;0;58;
6270;160000;0,895555555555556;10;5;5;1;90;93;92;90;92;2;644,8;0,895555555555556;57123,8639793532;14,2705169499283;0;0;0;0;30000;20000;0;20000;90000;39;
6271;220000;0,913055555555556;13;5;8;1;90;90;93;95;92;2;657,4;0,913055555555556;54937,662794151;14,0584042359086;0;30000;0;0;0;30000;50000;20000;90000;40;
6272;60000;0,805;14;6;8;1;91;90;90;90;91;1;579,6;0,805;81093,8424998827;18,2181294143399;10000;30000;0;10000;0;0;0;10000;0;33;
6273;170000;0,823333333333333;13;5;8;2;90;90;94;90;90;1;592,8;0,823333333333333;70076,3657798046;16,1506169805687;0;30000;100000;0;0;40000;0;0;0;96;
6274;160000;0,881111111111111;12;5;7;1;95;90;90;90;90;2;634,4;0,881111111111111;66358,9216615517;16,3606035376651;0;20000;0;50000;0;0;0;0;90000;71;
6275;160000;0,876944444444444;14;5;9;1;90;93;90;90;90;2;631,4;0,876944444444444;73020,078448693;17,9844309561862;0;40000;0;0;30000;0;0;0;90000;85;
6276;50000;0,750833333333333;12;7;5;1;93;90;90;90;90;1;540,6;0,750833333333333;77773,0302597565;16,2335023058306;20000;0;0;30000;0;0;0;0;0;90;
6277;60000;0,795555555555556;11;5;6;1;90;90;91;90;94;1;572,8;0,795555555555556;68670,5045750316;15,2078724548969;0;10000;0;0;0;10000;0;40000;0;35;
6278;60000;0,784722222222222;12;7;5;1;90;90;92;90;92;1;565;0,784722222222222;74070,8338415209;16,2199095609805;20000;0;0;0;0;20000;0;20000;0;63;
6279;260000;0,920555555555556;11;5;6;1;92;91;94;95;94;2;662,8;0,920555555555556;57548,2913284792;14,7738191231888;0;10000;0;20000;10000;40000;50000;40000;90000;25;
6280;220000;0,89;10;5;5;2;90;90;90;90;93;2;640,8;0,89;53907,0755602404;13,3786820387806;0;0;100000;0;0;0;0;30000;90000;68;
6281;260000;0,918055555555556;10;5;5;1;95;90;93;95;94;2;661;0,918055555555556;54790,1418449777;14,0279157770036;0;0;0;50000;0;30000;50000;40000;90000;33;
6282;230000;0,914166666666667;10;5;5;1;93;90;93;95;93;2;658,2;0,914166666666667;54727,9026613542;13,9616527859942;0;0;0;30000;0;30000;50000;30000;90000;42;
6283;260000;0,918055555555556;10;5;5;1;95;90;93;95;94;2;661;0,918055555555556;54790,1418449777;14,0279157770036;0;0;0;50000;0;30000;50000;40000;90000;33;
6284;290000;0,919166666666667;10;5;5;1;95;92;95;94;94;2;661,8;0,919166666666667;54831,5556740683;14,085492695904;0;0;0;50000;20000;50000;40000;40000;90000;34;
6285;100000;0,825277777777778;14;5;9;1;91;90;94;90;91;1;594,2;0,825277777777778;77815,452102527;18,0319804997245;0;40000;0;10000;0;40000;0;10000;0;53;
6286;150000;0,888611111111111;10;5;5;1;90;92;90;90;94;2;639,8;0,888611111111111;57755,8111441581;14,3288500400829;0;0;0;0;20000;0;0;40000;90000;55;
6287;260000;0,916388888888889;12;7;5;1;93;90;94;94;94;2;659,8;0,916388888888889;61913,9967084286;15,8462269781144;20000;0;0;30000;0;40000;40000;40000;90000;41;
6288;110000;0,819722222222222;16;7;9;1;90;90;94;90;91;1;590,2;0,819722222222222;86623,448644143;19,9401006005587;20000;40000;0;0;0;40000;0;10000;0;67;
6289;140000;0,841111111111111;11;5;6;1;90;91;94;93;95;1;605,6;0,841111111111111;64311,1558367331;15,0869622987328;0;10000;0;0;10000;40000;30000;50000;0;65;
6290;80000;0,816666666666667;13;5;8;1;91;90;91;92;91;1;588;0,816666666666667;75380,8586190431;17,1927905773173;0;30000;0;10000;0;10000;20000;10000;0;39;
6291;180000;0,818333333333333;10;5;5;1;94;91;94;95;94;1;589,2;0,818333333333333;62337,6408793698;14,1876358565985;0;0;0;40000;10000;40000;50000;40000;0;72;
6292;140000;0,881666666666667;11;6;5;1;92;90;91;91;90;2;634,8;0,881666666666667;62196,5667485408;15,3224535650774;10000;0;0;20000;0;10000;10000;0;90000;59;
6293;60000;0,816388888888889;13;6;7;1;90;90;90;90;93;1;587,8;0,816388888888889;75486,4503933183;17,2395040511463;10000;20000;0;0;0;0;0;30000;0;13;
6294;60000;0,784722222222222;12;7;5;1;90;90;92;90;92;1;565;0,784722222222222;74070,8338415209;16,2199095609805;20000;0;0;0;0;20000;0;20000;0;63;
6295;170000;0,894166666666667;11;5;6;1;90;93;90;92;92;2;643,8;0,894166666666667;60789,0118679849;15,1736876384499;0;10000;0;0;30000;0;20000;20000;90000;61;
6296;90000;0,800833333333334;10;5;5;1;90;92;91;94;92;1;576,6;0,800833333333334;63742,6410441982;14,2074845615865;0;0;0;0;20000;10000;40000;20000;0;10;
6297;180000;0,878611111111111;15;5;10;1;90;93;90;90;91;2;632,6;0,878611111111111;75782,4974609558;18,7130971292715;0;50000;0;0;30000;0;0;10000;90000;95;
6298;150000;0,891388888888889;11;5;6;1;90;91;90;94;90;2;641,8;0,891388888888889;60253,8321252342;15,0257272346385;0;10000;0;0;10000;0;40000;0;90000;44;
6299;70000;0,808611111111111;12;5;7;1;90;90;91;93;91;1;582,2;0,808611111111111;71407,1888418919;16,1367375847737;0;20000;0;0;0;10000;30000;10000;0;30;
6300;260000;0,926388888888889;12;5;7;1;91;90;94;95;95;2;667;0,926388888888889;50417,9317211368;13,0401587914093;0;20000;0;10000;0;40000;50000;50000;90000;7;
6301;210000;0,9025;11;5;6;1;92;91;92;94;92;2;649,8;0,9025;59353,8357875459;14,9644322063476;0;10000;0;20000;10000;20000;40000;20000;90000;50;
6302;200000;0,843333333333333;14;6;8;1;93;91;95;93;94;1;607,2;0,843333333333333;76957,6412548097;18,1339771921395;10000;30000;0;30000;10000;50000;30000;40000;0;103;
6303;120000;0,814722222222222;14;5;9;1;94;90;90;90;94;1;586,6;0,814722222222222;79153,0467495847;18,1039430535701;0;40000;0;40000;0;0;0;40000;0;75;
6304;280000;0,9275;10;5;5;1;91;93;95;95;95;2;667,8;0,9275;52900,9073250454;13,6880908683803;0;0;0;10000;30000;50000;50000;50000;90000;10;
6305;250000;0,915277777777778;10;5;5;1;93;91;93;95;94;2;659;0,915277777777778;55380,0045649975;14,1397490222291;0;0;0;30000;10000;30000;50000;40000;90000;40;
6306;150000;0,895833333333334;11;6;5;1;90;90;91;94;90;2;645;0,895833333333334;59617,7206067393;14,9095249939957;10000;0;0;0;0;10000;40000;0;90000;26;
6307;170000;0,909166666666667;10;5;5;1;90;90;90;95;93;2;654,6;0,909166666666667;52351,8238282287;13,276267392252;0;0;0;0;0;0;50000;30000;90000;5;
6308;70000;0,806944444444444;11;5;6;1;90;90;91;90;95;1;581;0,806944444444444;67353,8684446602;15,1469578734088;0;10000;0;0;0;10000;0;50000;0;19;
6309;150000;0,895555555555555;11;6;5;1;90;90;91;91;93;2;644,8;0,895555555555555;60647,582594662;15,1509103578538;10000;0;0;0;0;10000;10000;30000;90000;29;
6310;60000;0,791666666666667;10;5;5;1;91;90;90;93;92;1;570;0,791666666666667;64379,0183489525;14,2125307575013;0;0;0;10000;0;0;30000;20000;0;11;
6311;170000;0,898888888888889;11;5;6;1;91;90;94;90;92;2;647,2;0,898888888888889;59822,0533021238;15,0177881690141;0;10000;0;10000;0;40000;0;20000;90000;45;
6312;90000;0,814166666666667;13;5;8;1;91;90;93;91;91;1;586,2;0,814166666666667;75272,5560530452;17,1428210927689;0;30000;0;10000;0;30000;10000;10000;0;49;
6313;180000;0,909444444444444;10;5;5;1;90;91;92;93;93;2;654,8;0,909444444444444;54347,6239712849;13,7720273729885;0;0;0;0;10000;20000;30000;30000;90000;11;
6314;190000;0,909444444444445;10;5;5;1;91;90;92;95;92;2;654,8;0,909444444444445;54703,6151602094;13,8869137233753;0;0;0;10000;0;20000;50000;20000;90000;17;
6315;70000;0,773611111111111;10;5;5;1;92;90;93;92;90;1;557;0,773611111111111;65993,6888778664;14,2072339155505;0;0;0;20000;0;30000;20000;0;0;76;
6316;170000;0,837222222222222;13;5;8;2;90;90;90;92;92;1;602,8;0,837222222222222;69080,5885965012;16,1558057854448;0;30000;100000;0;0;0;20000;20000;0;93;
6317;160000;0,9025;10;5;5;1;90;90;92;95;90;2;649,8;0,9025;54625,5482187176;13,7621449429672;0;0;0;0;0;20000;50000;0;90000;14;
6318;250000;0,919166666666667;10;5;5;1;90;94;94;94;94;2;661,8;0,919166666666667;54087,7939160037;13,8745545713438;0;0;0;0;40000;40000;40000;40000;90000;26;
6319;140000;0,814722222222222;12;5;7;2;90;90;90;90;92;1;586,6;0,814722222222222;67049,0493337236;15,2553274338893;0;20000;100000;0;0;0;0;20000;0;85;
6320;210000;0,8225;11;5;6;1;94;92;95;95;94;1;592,2;0,8225;66031,1301799123;15,1936515463572;0;10000;0;40000;20000;50000;50000;40000;0;81;
6321;160000;0,891944444444444;10;5;5;1;92;91;94;90;90;2;642,2;0,891944444444444;57676,4864110692;14,3584049590598;0;0;0;20000;10000;40000;0;0;90000;49;
6322;230000;0,889166666666667;11;6;5;2;90;90;91;91;91;2;640,2;0,889166666666667;57838,4876637028;14,3469423371073;10000;0;100000;0;0;10000;10000;10000;90000;71;
6323;180000;0,888333333333334;14;5;9;1;90;93;91;90;91;2;639,6;0,888333333333334;71218,1415685688;17,7331893572465;0;40000;0;0;30000;10000;0;10000;90000;81;
6324;160000;0,815833333333333;10;5;5;1;93;91;95;94;93;1;587,4;0,815833333333333;62304,0053422418;14,1744831838621;0;0;0;30000;10000;50000;40000;30000;0;71;
6325;120000;0,793888888888889;10;5;5;1;93;90;91;95;93;1;571,6;0,793888888888889;64196,925856797;14,20041585672;0;0;0;30000;0;10000;50000;30000;0;61;
6326;270000;0,92;10;5;5;1;94;92;95;94;93;2;662,4;0,92;54902,6269443504;14,1138258740194;0;0;0;40000;20000;50000;40000;30000;90000;26;
6327;90000;0,802222222222222;14;5;9;1;90;95;90;90;90;1;577,6;0,802222222222222;80970,9036805816;18,2526649418875;0;40000;0;0;50000;0;0;0;0;76;
6328;260000;0,9175;11;5;6;1;94;90;94;94;94;2;660,6;0,9175;57438,724507952;14,7371938570315;0;10000;0;40000;0;40000;40000;40000;90000;37;
6329;270000;0,917777777777778;12;5;7;1;93;91;94;94;94;2;660,8;0,917777777777778;60301,0056485562;15,4891276407455;0;20000;0;30000;10000;40000;40000;40000;90000;38;
6330;90000;0,826666666666667;15;5;10;1;90;90;91;92;91;1;595,2;0,826666666666667;82017,5807356991;19,0252305798391;0;50000;0;0;0;10000;20000;10000;0;41;
6331;100000;0,831388888888889;14;5;9;1;90;90;91;95;90;1;598,6;0,831388888888889;77351,5766992353;18,0381500188976;0;40000;0;0;0;10000;50000;0;0;37;
6332;240000;0,924166666666667;11;6;5;1;91;90;93;95;95;2;665,4;0,924166666666667;52975,9621339373;13,6318106127422;10000;0;0;10000;0;30000;50000;50000;90000;6;
6333;170000;0,901111111111111;10;5;5;1;90;92;92;91;93;2;648,8;0,901111111111111;55352,9859429138;13,9238217780174;0;0;0;0;20000;20000;10000;30000;90000;36;
6334;80000;0,775277777777778;11;6;5;1;90;91;94;91;91;1;558,2;0,775277777777778;70343,5500306019;15,1727329936185;10000;0;0;0;10000;40000;10000;10000;0;88;
6335;310000;0,928055555555555;14;5;9;1;93;91;95;94;95;2;668,2;0,928055555555555;62643,4597372303;16,2836182337107;0;40000;0;30000;10000;50000;40000;50000;90000;15;
6336;90000;0,828611111111111;12;5;7;1;90;90;93;91;93;1;596,6;0,828611111111111;69331,0156797931;16,078486276934;0;20000;0;0;0;30000;10000;30000;0;6;
6337;160000;0,891111111111111;10;5;5;1;90;94;90;91;92;2;641,6;0,891111111111111;57844,4820303076;14,3970062118206;0;0;0;0;40000;0;10000;20000;90000;52;
6338;150000;0,8975;10;5;5;1;91;90;91;92;92;2;646,2;0,8975;55622,0021563696;13,9400177137602;0;0;0;10000;0;10000;20000;20000;90000;18;
6339;170000;0,901111111111111;11;5;6;1;90;91;93;91;92;2;648,8;0,901111111111111;59040,906647284;14,8579457780471;0;10000;0;0;10000;30000;10000;20000;90000;37;
6340;160000;0,888611111111111;13;5;8;1;90;91;90;90;93;2;639,8;0,888611111111111;67631,9582342292;16,8460331046485;0;30000;0;0;10000;0;0;30000;90000;64;
6341;120000;0,795;10;5;5;1;90;91;95;95;91;1;572,4;0,795;63685,0421592811;14,1336498126114;0;0;0;0;10000;50000;50000;10000;0;59;
6342;70000;0,818055555555556;13;5;8;1;91;90;92;91;90;1;589;0,818055555555556;75045,3959717909;17,1750005343854;0;30000;0;10000;0;20000;10000;0;0;23;
6343;260000;0,903333333333333;10;5;5;2;90;90;91;94;92;2;650,4;0,903333333333333;52446,3203738645;13,2244241449483;0;0;100000;0;0;10000;40000;20000;90000;64;
6344;130000;0,8425;13;5;8;1;91;90;93;93;93;1;606,6;0,8425;72478,9439430687;17,0734511922181;0;30000;0;10000;0;30000;30000;30000;0;60;
6345;170000;0,898611111111111;10;5;5;1;90;92;90;93;93;2;647;0,898611111111111;56800,4968039561;14,2418994811397;0;0;0;0;20000;0;30000;30000;90000;44;
6346;130000;0,8825;10;5;5;1;93;90;90;90;91;2;635,4;0,8825;58568,5070597135;14,4361314707829;0;0;0;30000;0;0;0;10000;90000;38;
6347;70000;0,782222222222222;10;5;5;1;91;90;92;91;93;1;563,2;0,782222222222222;65025,5424128379;14,1701141138719;0;0;0;10000;0;20000;10000;30000;0;47;
6348;220000;0,916388888888889;10;5;5;1;90;93;94;91;95;2;659,8;0,916388888888889;54071,8649583618;13,8260229342907;0;0;0;0;30000;40000;10000;50000;90000;24;
6349;80000;0,791666666666667;10;5;5;1;90;91;94;90;93;1;570;0,791666666666667;64269,8040513417;14,176311120334;0;0;0;0;10000;40000;0;30000;0;28;
6350;180000;0,814444444444444;11;5;6;1;93;90;95;94;95;1;586,4;0,814444444444444;66522,9347293492;15,1302140982985;0;10000;0;30000;0;50000;40000;50000;0;84;
6351;110000;0,798888888888889;10;5;5;1;91;90;93;95;92;1;575,2;0,798888888888889;63432,8292363906;14,1431245214176;0;0;0;10000;0;30000;50000;20000;0;39;
6352;250000;0,923333333333333;11;5;6;1;91;91;94;94;95;2;664,8;0,923333333333333;53324,7821924874;13,7396225067125;0;10000;0;10000;10000;40000;40000;50000;90000;13;
6353;130000;0,840277777777778;15;5;10;1;94;91;90;91;92;1;605;0,840277777777778;81281,5308118493;19,195349254926;0;50000;0;40000;10000;0;10000;20000;0;68;
6354;240000;0,92;13;8;5;1;90;90;95;94;93;2;662,4;0,92;60104,5959702358;15,4143287672689;30000;0;0;0;0;50000;40000;30000;90000;24;
6355;150000;0,899166666666667;10;5;5;1;91;90;90;93;92;2;647,4;0,899166666666667;56052,2383505422;14,0562007802913;0;0;0;10000;0;0;30000;20000;90000;14;
6356;80000;0,799722222222222;12;7;5;1;90;90;92;92;92;1;575,8;0,799722222222222;72688,8950587456;16,1881841500155;20000;0;0;0;0;20000;20000;20000;0;63;
6357;160000;0,846388888888889;15;6;9;1;91;90;93;93;94;1;609,4;0,846388888888889;80193,0919559342;19,0345341638747;10000;40000;0;10000;0;30000;30000;40000;0;94;
6358;250000;0,886666666666667;14;5;9;2;90;90;90;91;91;2;638,4;0,886666666666667;68075,9958724681;16,9041225753079;0;40000;100000;0;0;0;10000;10000;90000;85;
6359;150000;0,880277777777778;15;6;9;1;90;91;90;90;90;2;633,8;0,880277777777778;76344,7998075441;18,8507733298799;10000;40000;0;0;10000;0;0;0;90000;80;
6360;280000;0,922777777777778;10;5;5;1;95;91;94;95;94;2;664,4;0,922777777777778;54921,3501612315;14,1374196528194;0;0;0;50000;10000;40000;50000;40000;90000;25;
6361;130000;0,828333333333333;13;5;8;1;90;90;94;94;92;1;596,4;0,828333333333333;73200,0257010453;16,9750456180258;0;30000;0;0;0;40000;40000;20000;0;66;
6362;190000;0,823888888888889;14;5;9;2;90;90;90;91;94;1;593,2;0,823888888888889;74399,292050452;17,1691603235092;0;40000;100000;0;0;0;10000;40000;0;112;
6363;90000;0,790555555555556;10;5;5;1;91;91;95;90;92;1;569,2;0,790555555555556;64422,3387709116;14,1981476193777;0;0;0;10000;10000;50000;0;20000;0;37;
6364;190000;0,904166666666667;10;5;5;1;93;91;91;93;92;2;651;0,904166666666667;56558,8202565704;14,2765471163493;0;0;0;30000;10000;10000;30000;20000;90000;41;
6365;160000;0,889722222222222;14;7;7;1;90;90;90;93;90;2;640,6;0,889722222222222;71061,9064420877;17,6950229003406;20000;20000;0;0;0;0;30000;0;90000;61;
6366;100000;0,836944444444444;16;7;9;1;90;90;90;90;94;1;602,6;0,836944444444444;85710,1381692863;20,098764275494;20000;40000;0;0;0;0;0;40000;0;36;
6367;190000;0,910277777777778;10;5;5;1;90;90;95;90;95;2;655,4;0,910277777777778;51654,2926371259;13,1089061799867;0;0;0;0;0;50000;0;50000;90000;14;
6368;170000;0,892222222222222;12;5;7;1;90;92;94;90;90;2;642,4;0,892222222222222;63837,1017836038;15,9268026972241;0;20000;0;0;20000;40000;0;0;90000;66;
6369;290000;0,9175;15;5;10;1;93;90;94;94;94;2;660,6;0,9175;66685,0682630893;17,1960834960292;0;50000;0;30000;0;40000;40000;40000;90000;42;
6370;80000;0,808055555555556;12;5;7;1;90;92;92;90;92;1;581,8;0,808055555555556;72038,3963311527;16,2477821683855;0;20000;0;0;20000;20000;0;20000;0;46;
6371;300000;0,923611111111111;10;5;5;1;95;92;94;95;95;2;665;0,923611111111111;54804,8792665007;14,1250064470546;0;0;0;50000;20000;40000;50000;50000;90000;24;
