Iteration;minWIP;minPayOff;maxTP;S1_ActiveNum;S3_ActiveNum;B1_Capacity;B3_Capacity;B4_Capacity;B5_Capacity;B2_Capacity;N2;M3;M6;PartsProduced;Throughput;LeadTime;WIP;TwoOld;OneNew;ParallelMCost;TwoSlow;ThreeSlow;TwoFast;NumBuffers;Replications;ConstraintViolation;Iteration;Rank;
8260;4,76239603436163;13,0260797686174;1,25595238095238;2;3;1;16;3;2;1;1;1;2;211;1,25595238095238;13658,4538153609;4,76239603436163;0;1;500000;0;0;1;23;10;0;8260;14;
8261;9,8276683736169;6,36389323520232;3,72023809523809;2;3;1;5;41;2;2;3;1;2;625;3,72023809523809;9523,59599820852;9,8276683736169;0;1;500000;0;0;1;51;10;0;8261;9;
8262;6,71930737246807;12,1268257794453;1,24404761904762;1;3;1;1;9;28;2;1;1;2;209;1,24404761904762;19418,2061827053;6,71930737246807;1;0;500000;0;0;1;41;10;0;8262;31;
8263;12,1092947267658;4,57735598883962;4,68690476190476;2;3;1;5;3;2;1;6;1;2;787,4;4,68690476190476;9291,44578252028;12,1092947267658;0;1;250000;0;0;1;12;10;0;8263;2;
8264;4,7530431760245;14,2702286582683;1,27797619047619;2;3;1;5;3;46;1;1;2;2;214,7;1,27797619047619;13408,6120310623;4,7530431760245;0;1;500000;0;0;1;56;10;0;8264;22;
8265;16,7048294726364;5,24381290996927;5,1827380952381;2;3;1;5;3;2;1;5;1;2;870,7;5,1827380952381;11607,6542130336;16,7048294726364;0;1;500000;0;0;1;12;10;0;8265;3;
8266;59,7660723968081;5,42126375142579;5,49642857142857;2;3;1;5;25;2;25;5;1;2;923,4;5,49642857142857;38643,3718542679;59,7660723968081;0;1;500000;0;0;1;58;10;0;8266;16;
8267;19,8771242212496;4,84295364469868;5,16726190476191;1;3;3;4;3;2;2;5;1;2;868,1;5,16726190476191;13873,3010738398;19,8771242212496;1;0;500000;0;0;1;14;10;0;8267;7;
8268;9,21312707780288;5,54165931597304;3,56011904761905;1;3;1;1;17;2;1;3;1;2;598,1;3,56011904761905;9322,81626323473;9,21312707780288;1;0;500000;0;0;1;22;10;0;8268;3;
8269;11,1865959714832;4,20116407323834;4,50535714285714;1;3;1;1;3;2;1;6;1;2;756,9;4,50535714285714;8921,02743829737;11,1865959714832;1;0;250000;0;0;1;8;10;0;8269;1;
8270;9,16049442816527;6,70139521468951;3,525;2;3;1;1;45;1;2;3;1;2;592,2;3,525;9343,9080429289;9,16049442816527;0;1;500000;0;0;1;50;10;0;8270;15;
8271;19,6959616701022;5,52554491436818;5,45595238095238;2;3;1;1;9;2;1;6;2;1;916,6;5,45595238095238;13029,5316028489;19,6959616701022;0;1;500000;0;0;1;14;10;0;8271;1;
8272;18,7567016512352;4,45438117636087;3,76130952380952;1;3;1;5;4;25;10;3;2;2;631,9;3,76130952380952;17935,5265325233;18,7567016512352;1;0;250000;0;0;1;45;10;0;8272;11;
8273;16,4709259115936;4,21977589705485;5,12142857142857;2;3;1;1;9;2;2;6;1;2;860,4;5,12142857142857;11557,6820951537;16,4709259115936;0;1;250000;0;0;1;15;10;0;8273;1;
8274;31,1448533273341;5,15964138251625;5,4422619047619;2;3;1;14;9;2;2;5;1;2;914,3;5,4422619047619;20537,7295472197;31,1448533273341;0;1;500000;0;0;1;28;10;0;8274;8;
8275;45,5743508084656;4,89012982139495;5,49642857142857;1;3;3;5;35;2;2;5;1;2;923,4;5,49642857142857;29328,4005610817;45,5743508084656;1;0;500000;0;0;1;47;10;0;8275;10;
8276;7,2520908458515;6,16815396521403;2,38214285714286;1;3;1;2;3;2;1;3;2;2;400,2;2,38214285714286;10969,5166865442;7,2520908458515;1;0;250000;0;0;1;9;10;0;8276;1;
8277;4,70552792544757;12,2389693152033;1,26130952380952;2;3;1;1;3;1;1;1;2;1;211,9;1,26130952380952;13466,2980155933;4,70552792544757;0;1;500000;0;0;1;7;10;0;8277;2;
8278;9,17177065443675;5,43142405621663;3,48511904761905;1;3;1;1;3;2;1;3;1;2;585,5;3,48511904761905;9479,55469183663;9,17177065443675;1;0;500000;0;0;1;8;10;0;8278;1;
8279;4,70546044964865;12,284382930473;1,26130952380952;2;3;1;1;3;2;1;1;1;2;211,9;1,26130952380952;13466,1015813054;4,70546044964865;0;1;500000;0;0;1;8;10;0;8279;1;
8280;21,054061707914;3,71189699047618;5,25178571428571;1;3;1;5;9;1;2;6;1;2;882,3;5,25178571428571;14441,1446576159;21,054061707914;1;0;250000;0;0;1;18;10;0;8280;1;
8281;6,58261334158361;8,30454545711689;2,48035714285714;2;3;1;5;38;2;1;2;1;2;416,7;2,48035714285714;9543,67458434016;6,58261334158361;0;1;500000;0;0;1;47;10;0;8281;11;
8282;7,30483411087563;6,22005224363313;2,48154761904762;1;3;1;14;4;2;1;3;2;2;416,9;2,48154761904762;10600,9571035757;7,30483411087563;1;0;250000;0;0;1;22;10;0;8282;1;
8283;10,2293288583314;5,30944185257131;3,57678571428571;1;3;1;1;3;2;2;3;1;2;600,9;3,57678571428571;10305,6214256543;10,2293288583314;1;0;500000;0;0;1;9;10;0;8283;5;
8284;53,4254400496483;8,08105872150868;2,4202380952381;1;3;1;1;3;17;47;2;1;2;406,6;2,4202380952381;79079,9186912571;53,4254400496483;1;0;500000;0;0;1;69;10;0;8284;45;
8285;8,875163435937;6,00478897744228;3,74226190476191;2;3;1;17;9;2;1;3;1;2;628,7;3,74226190476191;8557,35885976451;8,875163435937;0;1;500000;0;0;1;30;10;0;8285;1;
8286;4,76249919360829;13,6648367450119;1,25595238095238;2;3;1;31;3;1;1;1;1;2;211;1,25595238095238;13658,7474051467;4,76249919360829;0;1;500000;0;0;1;37;10;0;8286;19;
8287;6,17987367089933;7,2265723240811;2,35238095238095;2;3;1;2;3;2;1;3;2;2;395,2;2,35238095238095;9482,29732139323;6,17987367089933;0;1;250000;0;0;1;9;10;0;8287;2;
8288;11,1865959714832;4,20116407323834;4,50535714285714;1;3;1;1;3;2;1;6;1;2;756,9;4,50535714285714;8921,02743829737;11,1865959714832;1;0;250000;0;0;1;8;10;0;8288;1;
8289;21,054061707914;3,71189699047618;5,25178571428571;1;3;1;5;9;1;2;6;1;2;882,3;5,25178571428571;14441,1446576159;21,054061707914;1;0;250000;0;0;1;18;10;0;8289;1;
8290;13,2063716512611;4,02765792131046;4,83988095238095;1;3;1;5;9;2;1;6;2;2;813,1;4,83988095238095;9827,78275554214;13,2063716512611;1;0;250000;0;0;1;18;10;0;8290;1;
8291;24,8753751985105;5,12681655450643;5,45535714285714;2;3;1;2;20;1;2;5;1;1;916,5;5,45535714285714;16375,1547757947;24,8753751985105;0;1;500000;0;0;1;26;10;0;8291;3;
8292;7,62056341243594;7,93585100911984;2,57202380952381;2;3;1;14;4;23;2;2;1;2;432,1;2,57202380952381;10683,3725695349;7,62056341243594;0;1;500000;0;0;1;44;10;0;8292;4;
8293;7,62056341243594;7,46838152471166;2,57202380952381;2;3;1;14;4;2;2;2;1;2;432,1;2,57202380952381;10683,3725695349;7,62056341243594;0;1;500000;0;0;1;23;10;0;8293;1;
8294;11,6670345310814;4,33907418461206;4,5452380952381;1;3;1;1;17;2;1;6;1;2;763,6;4,5452380952381;9242,5461589918;11,6670345310814;1;0;250000;0;0;1;22;10;0;8294;1;
8295;8,09821146624586;6,76871028522793;3,49107142857143;2;3;1;1;45;2;1;3;1;2;586,5;3,49107142857143;8360,35264384739;8,09821146624586;0;1;500000;0;0;1;50;10;0;8295;7;
8296;21,0356323114214;3,75076518336352;5,21190476190476;1;3;1;5;9;2;2;6;1;2;875,6;5,21190476190476;14533,2175644247;21,0356323114214;1;0;250000;0;0;1;19;10;0;8296;1;
8297;16,6719231347762;5,17973328692997;5,23392857142857;2;3;1;5;3;1;1;5;1;2;879,3;5,23392857142857;11455,0575095142;16,6719231347762;0;1;500000;0;0;1;11;10;0;8297;2;
8298;98,7753513985341;17,2015873613805;1,26130952380952;1;3;49;20;3;38;46;1;1;2;211,9;1,26130952380952;246761,366518896;98,7753513985341;1;0;500000;0;0;1;156;10;0;8298;62;
8299;61,3664425423312;8,352573855882;3,13095238095238;1;1;1;14;35;2;2;5;1;2;526;3,13095238095238;69633,2227240371;61,3664425423312;1;0;500000;1;0;0;54;10;0;8299;34;
8300;7,06086500168828;6,28652065711043;2,32738095238095;1;3;1;1;3;2;1;3;2;2;391;2,32738095238095;10945,8676533398;7,06086500168828;1;0;250000;0;0;1;8;10;0;8300;1;
8301;36,3460257347395;5,18047632053583;5,50892857142857;2;3;3;4;25;2;2;5;1;2;925,5;5,50892857142857;23544,0073012884;36,3460257347395;0;1;500000;0;0;1;36;10;0;8301;8;
8302;14,2470477833191;4,15465164737473;4,8047619047619;1;3;1;5;17;2;1;6;1;2;807,2;4,8047619047619;10690,2299649374;14,2470477833191;1;0;250000;0;0;1;26;10;0;8302;5;
8303;44,9456908607032;4,06500918728599;5,07738095238095;1;3;1;5;9;2;21;6;2;2;853;5,07738095238095;31857,6506234642;44,9456908607032;1;0;250000;0;0;1;38;10;0;8303;11;
8304;18,8919673571831;5,00534056229592;5,29166666666667;1;3;1;1;35;2;1;5;1;2;889;5,29166666666667;12781,6977075846;18,8919673571831;1;0;500000;0;0;1;40;10;0;8304;3;
8305;13,2063716512611;4,02765792131046;4,83988095238095;1;3;1;5;9;2;1;6;1;2;813,1;4,83988095238095;9827,78275554214;13,2063716512611;1;0;250000;0;0;1;18;10;0;8305;1;
8306;6,70578542189318;8,50782585095284;2,49285714285714;2;3;1;41;13;2;1;2;2;1;418,8;2,49285714285714;9684,94490713579;6,70578542189318;0;1;500000;0;0;1;58;10;0;8306;15;
8307;4,70546044964865;12,284382930473;1,26130952380952;2;3;1;1;3;2;1;1;1;2;211,9;1,26130952380952;13466,1015813054;4,70546044964865;0;1;500000;0;0;1;8;10;0;8307;1;
8308;14,1283498940483;4,89991764364976;5,03571428571428;1;3;1;1;3;2;1;5;1;2;846;5,03571428571428;10112,1667475094;14,1283498940483;1;0;500000;0;0;1;8;10;0;8308;1;
8309;42,9308398290948;7,03801538873345;2,98273809523809;1;1;3;4;25;30;2;6;1;2;501,1;2,98273809523809;51940,9060269946;42,9308398290948;1;0;250000;1;0;0;64;10;0;8309;29;
8310;53,1682369842502;5,03374871760076;5,62321428571429;1;3;3;14;35;18;2;5;1;2;944,7;5,62321428571429;33368,4961659659;53,1682369842502;1;0;500000;0;0;1;72;10;0;8310;2;
8311;91,9905291426558;5,35122574727437;5,49345238095238;1;3;3;14;35;2;37;5;1;1;922,9;5,49345238095238;58550,812456888;91,9905291426558;1;0;500000;0;0;1;91;10;0;8311;21;
8312;30,2263806479193;5,35931537128984;5,21071428571429;2;3;3;4;3;2;13;5;1;2;875,4;5,21071428571429;20854,2729109683;30,2263806479193;0;1;500000;0;0;1;25;10;0;8312;12;
8313;47,2114602976891;12,4371501770552;1,27857142857143;1;1;18;5;25;2;25;1;1;2;214,8;1,27857142857143;130202,277127741;47,2114602976891;1;0;500000;1;0;0;75;10;0;8313;54;
8314;4,7530431760245;13,9565972591855;1,27797619047619;2;3;1;5;35;7;1;1;2;2;214,7;1,27797619047619;13408,6120310623;4,7530431760245;0;1;500000;0;0;1;49;10;0;8314;20;
8315;29,7657006654272;4,80408719115576;5,32261904761905;1;3;3;14;3;2;2;5;1;1;894,2;5,32261904761905;20133,552483258;29,7657006654272;1;0;500000;0;0;1;24;10;0;8315;9;
8316;60,4724141700719;4,6050369567333;4,90357142857143;1;3;47;5;17;2;1;6;1;2;823,8;4,90357142857143;44396,7965319946;60,4724141700719;1;0;250000;0;0;1;72;10;0;8316;19;
8317;7,59728586128085;8,31001171956141;2,54642857142857;2;3;1;14;38;2;2;2;1;2;427,8;2,54642857142857;10762,795291482;7,59728586128085;0;1;500000;0;0;1;57;10;0;8317;15;
8318;16,7048294726364;5,24381290996927;5,1827380952381;2;3;1;5;3;2;1;5;1;1;870,7;5,1827380952381;11607,6542130336;16,7048294726364;0;1;500000;0;0;1;12;10;0;8318;3;
8319;11,6047588123833;5,18875911198839;4,58571428571429;1;3;1;1;20;20;1;4;1;2;770,4;4,58571428571429;9101,16246935224;11,6047588123833;1;0;500000;0;0;1;43;10;0;8319;5;
8320;32,5066384183276;3,80148630055258;5,39880952380953;1;3;1;14;17;2;2;6;2;2;907;5,39880952380953;21375,1968960384;32,5066384183276;1;0;250000;0;0;1;36;10;0;8320;1;
8321;10,9359270750558;5,23191201258476;3,78035714285714;1;3;1;14;4;2;2;3;1;2;635,1;3,78035714285714;10428,4556528454;10,9359270750558;1;0;500000;0;0;1;23;10;0;8321;6;
8322;10,064896391079;5,87097162574236;3,75892857142857;1;3;1;14;45;2;1;3;1;2;631,5;3,75892857142857;9614,78832567405;10,064896391079;1;0;500000;0;0;1;63;10;0;8322;7;
8323;19,3646939417808;5,17590061323632;5,39226190476191;2;3;1;1;20;2;1;5;2;2;905,9;5,39226190476191;12952,5726751938;19,3646939417808;0;1;500000;0;0;1;25;10;0;8323;1;
8324;8,09821146624586;6,76871028522793;3,49107142857143;2;3;1;1;45;2;1;3;1;2;586,5;3,49107142857143;8360,35264384739;8,09821146624586;0;1;500000;0;0;1;50;10;0;8324;7;
8325;6,58261334158361;8,30454545711689;2,48035714285714;2;3;1;5;38;2;1;2;1;2;416,7;2,48035714285714;9543,67458434016;6,58261334158361;0;1;500000;0;0;1;47;10;0;8325;11;
8326;5,7809066862548;11,0135508290421;1,27678571428571;1;3;1;2;3;16;1;1;2;2;214,5;1,27678571428571;16334,3449563116;5,7809066862548;1;0;500000;0;0;1;23;10;0;8326;7;
8327;4,7530431760245;12,2988312926049;1,27797619047619;2;3;1;5;3;2;1;1;2;2;214,7;1,27797619047619;13408,6120310623;4,7530431760245;0;1;500000;0;0;1;12;10;0;8327;1;
8328;6,53080712288546;7,38464047576878;2,51607142857143;2;3;1;5;3;2;1;2;1;2;422,7;2,51607142857143;9351,79579959538;6,53080712288546;0;1;500000;0;0;1;12;10;0;8328;1;
8329;5,82380001528423;12,657067898048;1,27857142857143;1;3;1;18;38;2;1;1;1;2;214,8;1,27857142857143;16417,8607076767;5,82380001528423;1;0;500000;0;0;1;60;10;0;8329;31;
8330;5,76642949987115;15,1073552437001;1,2797619047619;2;3;1;4;25;43;2;1;1;2;215;1,2797619047619;16252,374731163;5,76642949987115;0;1;500000;0;0;1;75;10;0;8330;20;
8331;14,1283498940483;4,89991764364976;5,03571428571428;1;3;1;1;3;2;1;5;1;2;846;5,03571428571428;10112,1667475094;14,1283498940483;1;0;500000;0;0;1;8;10;0;8331;1;
8332;11,7386736656;4,60653164602817;4,64345238095238;2;3;1;4;3;2;1;6;2;2;780,1;4,64345238095238;9074,50505436966;11,7386736656;0;1;250000;0;0;1;11;10;0;8332;3;
8333;5,77605264166416;13,9344245492879;1,27619047619048;2;3;1;40;3;2;2;1;1;2;214,4;1,27619047619048;16257,1911907269;5,77605264166416;0;1;500000;0;0;1;48;10;0;8333;24;
8334;8,14981312518438;6,0108072916777;2,95;2;3;1;14;3;2;2;3;2;2;495,6;2,95;9938,71569571374;8,14981312518438;0;1;250000;0;0;1;22;10;0;8334;1;
8335;45,7299206028822;14,1258362807548;1,22678571428571;1;3;1;1;35;2;41;1;1;2;206,1;1,22678571428571;131257,915719693;45,7299206028822;1;0;500000;0;0;1;80;10;0;8335;60;
8336;6,58261334158361;7,9580414742052;2,48035714285714;2;3;1;5;23;2;1;2;1;2;416,7;2,48035714285714;9543,67458434016;6,58261334158361;0;1;500000;0;0;1;32;10;0;8336;7;
8337;5,14499779458399;12,9713843978387;1,27797619047619;2;1;1;5;38;2;1;1;1;2;214,7;1,27797619047619;14513,7618183807;5,14499779458399;0;1;500000;1;0;0;47;10;0;8337;9;
8338;7,06086500168828;6,28652065711043;2,32738095238095;1;3;1;1;3;2;1;3;2;2;391;2,32738095238095;10945,8676533398;7,06086500168828;1;0;250000;0;0;1;8;10;0;8338;1;
8339;24,2262546406926;6,09686911823864;3,76309523809524;2;3;16;16;3;2;1;3;1;2;632,2;3,76309523809524;23197,8813219571;24,2262546406926;0;1;500000;0;0;1;38;10;0;8339;19;
8340;50,7168803196874;4,05108532396582;5,34821428571428;1;3;3;14;35;2;2;6;1;2;898,5;5,34821428571428;33422,361215008;50,7168803196874;1;0;250000;0;0;1;56;10;0;8340;8;
8341;18,2985843644775;4,67577391395845;5,34523809523809;1;3;1;2;9;1;1;5;2;2;898;5,34523809523809;12325,5028286214;18,2985843644775;1;0;500000;0;0;1;14;10;0;8341;2;
8342;42,1055109926197;5,12091091948726;5,12559523809524;1;3;1;1;3;2;29;5;1;2;861,1;5,12559523809524;29622,1713824882;42,1055109926197;1;0;500000;0;0;1;36;10;0;8342;19;
8343;10,5970074287355;5,83170548475776;4,44702380952381;2;3;1;1;35;2;1;4;1;2;747,1;4,44702380952381;8586,9429464262;10,5970074287355;0;1;500000;0;0;1;40;10;0;8343;5;
8344;10,9387621724014;5,20457305289739;4,63690476190476;2;3;1;2;3;2;1;4;2;2;779;4,63690476190476;8498,01097229489;10,9387621724014;0;1;500000;0;0;1;9;10;0;8344;1;
8345;32,2096828834859;5,25795142187296;5,38392857142857;2;3;13;1;14;2;2;5;2;2;904,5;5,38392857142857;21638,716707069;32,2096828834859;0;1;500000;0;0;1;32;10;0;8345;11;
8346;9,71852545705611;5,82701374695986;3,70952380952381;1;3;1;5;45;3;1;3;1;2;623,2;3,70952380952381;9436,97733712652;9,71852545705611;1;0;500000;0;0;1;55;10;0;8346;3;
8347;11,6960796145662;4,27959834570449;4,50238095238095;1;3;1;1;9;2;1;6;2;2;756,4;4,50238095238095;9351,81125754559;11,6960796145662;1;0;250000;0;0;1;14;10;0;8347;2;
8348;9,27375906182263;6,45735590208352;3,5875;2;3;1;2;35;2;2;3;1;2;602,7;3,5875;9309,98543452049;9,27375906182263;0;1;500000;0;0;1;42;10;0;8348;12;
8349;39,0152220281313;5,35950913598865;5,29464285714286;2;3;3;14;3;1;12;5;2;2;889,5;5,29464285714286;26539,2831488645;39,0152220281313;0;1;500000;0;0;1;33;10;0;8349;16;
8350;45,8463850409943;5,45223358861164;5,28869047619047;2;3;1;14;4;2;20;5;1;1;888,5;5,28869047619047;31250,7579461475;45,8463850409943;0;1;500000;0;0;1;41;10;0;8350;17;
8351;11,3284073343164;5,88618556645426;2,95357142857143;1;3;3;14;35;2;2;3;2;2;496,2;2,95357142857143;13810,1911884467;11,3284073343164;1;0;250000;0;0;1;56;10;0;8351;21;
8352;5,71873592497951;10,6947788806551;1,23452380952381;1;3;1;1;3;2;1;1;2;2;207,4;1,23452380952381;16692,5316143985;5,71873592497951;1;0;500000;0;0;1;8;10;0;8352;1;
8353;43,1041275685073;7,15200024367828;2,33571428571429;1;3;37;1;3;2;1;3;2;2;392,4;2,33571428571429;66479,1170068078;43,1041275685073;1;0;250000;0;0;1;44;10;0;8353;38;
8354;21,054061707914;3,71189699047618;5,25178571428571;1;3;1;5;9;1;2;6;1;2;882,3;5,25178571428571;14441,1446576159;21,054061707914;1;0;250000;0;0;1;18;10;0;8354;1;
8355;53,1682369842502;4,87087717163188;5,62321428571429;1;3;3;14;35;2;2;5;1;2;944,7;5,62321428571429;33368,4961659659;53,1682369842502;1;0;500000;0;0;1;56;10;0;8355;1;
8356;51,4839662232242;6,00193884427023;5,27083333333333;2;3;1;41;3;43;2;5;1;2;885,5;5,27083333333333;34552,8560569714;51,4839662232242;0;1;500000;0;0;1;90;10;0;8356;19;
8357;32,4038052923799;4,71064470613827;5,53511904761905;1;3;1;5;25;1;1;5;1;2;929,9;5,53511904761905;20890,6553800961;32,4038052923799;1;0;500000;0;0;1;33;10;0;8357;2;
8358;17,0508052952733;6,82152176649478;2,97797619047619;2;1;1;5;3;2;1;6;1;2;500,3;2,97797619047619;20612,0774223552;17,0508052952733;0;1;250000;1;0;0;12;10;0;8358;27;
8359;6,22111830183248;9,67804547973347;1,26964285714286;1;1;1;5;3;2;1;1;2;2;213,3;1,26964285714286;17646,664250963;6,22111830183248;1;0;500000;1;0;0;12;10;0;8359;22;
8360;14,7609948446977;5,8033176895018;5,13988095238095;2;3;1;1;3;2;1;6;1;1;863,5;5,13988095238095;10334,3492520112;14,7609948446977;0;1;500000;0;0;1;8;10;0;8360;3;
8361;6,53080712288546;7,38464047576878;2,51607142857143;2;3;1;5;3;2;1;2;1;1;422,7;2,51607142857143;9351,79579959538;6,53080712288546;0;1;500000;0;0;1;12;10;0;8361;1;
8362;6,17624758537264;7,24967628018157;2,36547619047619;2;3;1;5;3;2;1;3;2;2;397,4;2,36547619047619;9393,95253329471;6,17624758537264;0;1;250000;0;0;1;12;10;0;8362;1;
8363;4,75249869480037;12,2064765485433;1,26904761904762;2;3;1;2;3;1;1;1;2;2;213,2;1,26904761904762;13471,4922490575;4,75249869480037;0;1;500000;0;0;1;8;10;0;8363;1;
8364;6,56991019982661;8,9109762323717;2,48392857142857;2;3;1;4;25;43;1;2;1;1;417,3;2,48392857142857;9520,92216006991;6,56991019982661;0;1;500000;0;0;1;74;10;0;8364;10;
8365;15,1320526140876;4,8341148996575;5,11190476190476;1;3;1;1;3;2;2;5;1;2;858,8;5,11190476190476;10671,2919640586;15,1320526140876;1;0;500000;0;0;1;9;10;0;8365;4;
8366;7,59759393516103;7,39429443041248;2,52797619047619;2;3;1;5;4;2;2;2;1;2;424,7;2,52797619047619;10815,8060552268;7,59759393516103;0;1;500000;0;0;1;14;10;0;8366;2;
8367;29,3314162140706;4,20170682737839;5,29404761904762;1;3;1;14;9;40;2;6;1;2;889,4;5,29404761904762;19928,61726137;29,3314162140706;1;0;250000;0;0;1;66;10;0;8367;6;
8368;6,3092579886715;7,2430850196983;2,44761904761905;2;3;1;15;3;2;1;3;2;2;411,2;2,44761904761905;9282,51765003976;6,3092579886715;0;1;250000;0;0;1;22;10;0;8368;3;
8369;10,7533407971823;12,6961755910997;1,26547619047619;2;3;1;5;3;2;7;1;2;2;212,6;1,26547619047619;30725,825635317;10,7533407971823;0;1;500000;0;0;1;18;10;0;8369;45;
8370;34,3520580838382;8,37172295534014;2,425;2;3;28;1;9;2;2;2;2;2;407,4;2,425;51146,7451907003;34,3520580838382;0;1;500000;0;0;1;42;10;0;8370;47;
8371;34,780782544977;13,4279415927085;1,25714285714286;1;3;30;17;3;21;1;1;1;2;211,2;1,25714285714286;99096,0127908405;34,780782544977;1;0;500000;0;0;1;72;10;0;8371;55;
8372;33,6720198611373;5,57678482418754;5,5172619047619;2;3;1;5;25;43;1;5;1;2;926,9;5,5172619047619;21824,9577437443;33,6720198611373;0;1;500000;0;0;1;75;10;0;8372;7;
8373;16,9560927883395;5,27025399583036;5,15;2;3;1;4;3;1;2;5;1;2;865,2;5,15;11845,3808475279;16,9560927883395;0;1;500000;0;0;1;11;10;0;8373;4;
8374;12,7039289269358;7,69393907562861;2,53452380952381;2;3;6;14;4;2;2;2;1;2;425,8;2,53452380952381;18126,3789188576;12,7039289269358;0;1;500000;0;0;1;28;10;0;8374;41;
8375;9,17177065443675;5,43142405621663;3,48511904761905;1;3;1;1;3;2;1;3;1;2;585,5;3,48511904761905;9479,55469183663;9,17177065443675;1;0;500000;0;0;1;8;10;0;8375;1;
8376;6,17624758537264;7,24967628018157;2,36547619047619;2;3;1;5;3;2;1;3;2;2;397,4;2,36547619047619;9393,95253329471;6,17624758537264;0;1;250000;0;0;1;12;10;0;8376;1;
8377;4,79627494772902;12,4212707299744;1,26190476190476;2;3;1;4;3;2;1;1;1;2;212;1,26190476190476;13692,6299723974;4,79627494772902;0;1;500000;0;0;1;11;10;0;8377;4;
8378;34,381883694709;4,27536984414814;5,33571428571428;2;3;1;14;17;2;2;6;1;2;896,4;5,33571428571428;23037,609375599;34,381883694709;0;1;250000;0;0;1;36;10;0;8378;5;
8379;6,78633409458291;10,5895326601244;1,26904761904762;1;3;1;4;3;2;2;1;1;2;213,2;1,26904761904762;19287,7874613388;6,78633409458291;1;0;500000;0;0;1;12;10;0;8379;26;
8380;4,75249869480037;12,2064765485433;1,26904761904762;2;3;1;2;3;1;1;1;1;2;213,2;1,26904761904762;13471,4922490575;4,75249869480037;0;1;500000;0;0;1;8;10;0;8380;1;
8381;22,8657722663255;5,09193115545888;5,49166666666667;2;3;1;2;20;2;1;5;2;2;922,6;5,49166666666667;14936,6125362117;22,8657722663255;0;1;500000;0;0;1;26;10;0;8381;1;
8382;9,71852545705611;5,27132501877296;3,70952380952381;1;3;1;5;10;2;1;3;1;2;623,2;3,70952380952381;9436,97733712652;9,71852545705611;1;0;500000;0;0;1;19;10;0;8382;2;
8383;60,8112956962881;5,87381582710267;5,32738095238095;2;3;42;1;20;20;1;5;1;2;895;5,32738095238095;40868,0730737362;60,8112956962881;0;1;500000;0;0;1;84;10;0;8383;20;
8384;5,76642949987115;12,2873155982094;1,2797619047619;2;3;1;4;3;2;2;1;1;2;215;1,2797619047619;16252,374731163;5,76642949987115;0;1;500000;0;0;1;12;10;0;8384;2;
8385;10,1406590658146;6,37346152619607;3,7952380952381;2;3;1;14;41;2;2;3;1;2;637,6;3,7952380952381;9597,60690440421;10,1406590658146;0;1;500000;0;0;1;60;10;0;8385;8;
8386;5,15150241855603;16,0410194344506;1,24821428571429;2;2;1;50;3;2;1;1;2;2;209,7;1,24821428571429;14839,3961462942;5,15150241855603;0;1;500000;0;1;0;57;10;0;8386;40;
8387;12,1092947267658;4,57735598883962;4,68690476190476;2;3;1;5;3;2;1;6;1;2;787,4;4,68690476190476;9291,44578252028;12,1092947267658;0;1;250000;0;0;1;12;10;0;8387;2;
8388;9,24231913472989;5,22049202600068;2,95654761904762;1;3;1;14;3;2;2;3;2;1;496,7;2,95654761904762;11274,1188473167;9,24231913472989;1;0;250000;0;0;1;22;10;0;8388;1;
8389;19,3646939417808;5,17590061323632;5,39226190476191;2;3;1;1;20;2;1;5;2;2;905,9;5,39226190476191;12952,5726751938;19,3646939417808;0;1;500000;0;0;1;25;10;0;8389;1;
8390;21,0356323114214;3,75076518336352;5,21190476190476;1;3;1;5;9;2;2;6;1;2;875,6;5,21190476190476;14533,2175644247;21,0356323114214;1;0;250000;0;0;1;19;10;0;8390;1;
8391;22,6744394771007;4,61846466648463;5,4625;1;3;1;5;9;1;2;5;1;2;917,7;5,4625;14952,2261951645;22,6744394771007;1;0;500000;0;0;1;18;10;0;8391;1;
8392;53,4932438656922;5,32176644371068;5,57797619047619;2;3;3;14;35;2;2;5;1;1;937,1;5,57797619047619;33889,2763427406;53,4932438656922;0;1;500000;0;0;1;56;10;0;8392;9;
8393;7,38946987842601;6,71770104450964;2,39166666666667;1;3;1;1;3;2;1;2;1;2;401,8;2,39166666666667;11131,9219218869;7,38946987842601;1;0;500000;0;0;1;8;10;0;8393;5;
8394;5,14528989372585;11,3583625038069;1,27797619047619;2;1;1;5;3;1;1;1;1;2;214,7;1,27797619047619;14514,5876223991;5,14528989372585;0;1;500000;1;0;0;11;10;0;8394;1;
8395;56,2855643366816;5,63076898039099;5,22261904761905;2;3;1;5;3;2;40;5;1;2;877,4;5,22261904761905;38883,7817267621;56,2855643366816;0;1;500000;0;0;1;51;10;0;8395;20;
8396;4,76239603436163;12,9804542703035;1,25595238095238;2;3;1;14;4;2;1;1;1;2;211;1,25595238095238;13658,4538153609;4,76239603436163;0;1;500000;0;0;1;22;10;0;8396;13;
8397;7,5011798263857;7,32291169337342;2,51369047619048;2;3;1;2;3;1;2;2;1;2;422,3;2,51369047619048;10749,4504122037;7,5011798263857;0;1;500000;0;0;1;9;10;0;8397;1;
8398;8,65753122751947;6,58408092613673;2,49107142857143;1;3;1;5;4;2;2;2;1;2;418,5;2,49107142857143;12514,5441760991;8,65753122751947;1;0;500000;0;0;1;14;10;0;8398;12;
